Date,Leverage,Profitability,Investment,Dividend Yield
1/1/2015,1.2,0.165315254,0.141640867,0.00%
1/2/2015,1.2,0.165315254,0.141640867,0.00%
1/3/2015,1.2,0.165315254,0.141640867,0.00%
1/4/2015,1.2,0.165315254,0.141640867,0.00%
1/5/2015,1.2,0.165315254,0.141640867,0.00%
1/6/2015,1.2,0.165315254,0.141640867,0.00%
1/7/2015,1.2,0.165315254,0.141640867,0.00%
1/8/2015,1.2,0.165315254,0.141640867,0.00%
1/9/2015,1.2,0.165315254,0.141640867,0.00%
1/10/2015,1.2,0.165315254,0.141640867,0.00%
1/11/2015,1.2,0.165315254,0.141640867,0.00%
1/12/2015,1.2,0.165315254,0.141640867,0.00%
1/13/2015,1.2,0.165315254,0.141640867,0.00%
1/14/2015,1.2,0.165315254,0.141640867,0.00%
1/15/2015,1.2,0.165315254,0.141640867,0.00%
1/16/2015,1.2,0.165315254,0.141640867,0.00%
1/17/2015,1.2,0.165315254,0.141640867,0.00%
1/18/2015,1.2,0.165315254,0.141640867,0.00%
1/19/2015,1.2,0.165315254,0.141640867,0.00%
1/20/2015,1.2,0.165315254,0.141640867,0.00%
1/21/2015,1.2,0.165315254,0.141640867,0.00%
1/22/2015,1.2,0.165315254,0.141640867,0.00%
1/23/2015,1.2,0.165315254,0.141640867,0.00%
1/24/2015,1.2,0.165315254,0.141640867,0.00%
1/25/2015,1.2,0.165315254,0.141640867,0.00%
1/26/2015,1.2,0.165315254,0.141640867,0.00%
1/27/2015,1.2,0.165315254,0.141640867,0.00%
1/28/2015,1.2,0.165315254,0.141640867,0.00%
1/29/2015,1.2,0.165315254,0.141640867,0.00%
1/30/2015,1.2,0.165315254,0.141640867,0.00%
1/31/2015,1.2,0.165315254,0.141640867,0.00%
2/1/2015,1.2,0.165315254,0.141640867,0.00%
2/2/2015,1.2,0.165315254,0.141640867,0.00%
2/3/2015,1.2,0.165315254,0.141640867,0.00%
2/4/2015,1.2,0.165315254,0.141640867,0.00%
2/5/2015,1.2,0.165315254,0.141640867,0.00%
2/6/2015,1.2,0.165315254,0.141640867,0.00%
2/7/2015,1.2,0.165315254,0.141640867,0.00%
2/8/2015,1.2,0.165315254,0.141640867,0.00%
2/9/2015,1.2,0.165315254,0.141640867,0.00%
2/10/2015,1.2,0.165315254,0.141640867,0.00%
2/11/2015,1.2,0.165315254,0.141640867,0.00%
2/12/2015,1.2,0.165315254,0.141640867,0.00%
2/13/2015,1.2,0.165315254,0.141640867,0.00%
2/14/2015,1.2,0.165315254,0.141640867,0.00%
2/15/2015,1.2,0.165315254,0.141640867,0.00%
2/16/2015,1.2,0.165315254,0.141640867,0.00%
2/17/2015,1.2,0.165315254,0.141640867,0.00%
2/18/2015,1.2,0.165315254,0.141640867,0.00%
2/19/2015,1.2,0.165315254,0.141640867,0.00%
2/20/2015,1.2,0.165315254,0.141640867,0.00%
2/21/2015,1.2,0.165315254,0.141640867,0.00%
2/22/2015,1.2,0.165315254,0.141640867,0.00%
2/23/2015,1.2,0.165315254,0.141640867,0.00%
2/24/2015,1.2,0.165315254,0.141640867,0.00%
2/25/2015,1.2,0.165315254,0.141640867,0.00%
2/26/2015,1.2,0.165315254,0.141640867,0.00%
2/27/2015,1.2,0.165315254,0.141640867,0.00%
2/28/2015,1.2,0.165315254,0.141640867,0.00%
3/1/2015,1.2,0.165315254,0.141640867,0.00%
3/2/2015,1.2,0.165315254,0.141640867,0.00%
3/3/2015,1.2,0.165315254,0.141640867,0.00%
3/4/2015,1.2,0.165315254,0.141640867,0.00%
3/5/2015,1.2,0.165315254,0.141640867,0.00%
3/6/2015,1.2,0.165315254,0.141640867,0.00%
3/7/2015,1.2,0.165315254,0.141640867,0.00%
3/8/2015,1.2,0.165315254,0.141640867,0.00%
3/9/2015,1.2,0.165315254,0.141640867,0.00%
3/10/2015,1.2,0.165315254,0.141640867,0.00%
3/11/2015,1.2,0.165315254,0.141640867,0.00%
3/12/2015,1.2,0.165315254,0.141640867,0.00%
3/13/2015,1.2,0.165315254,0.141640867,0.00%
