Date,Leverage,Profitability,Investment,Dividend Yield
1/1/2015,1.5,0.14194967,-0.010609153,4.90%
1/2/2015,1.5,0.14194967,-0.010609153,4.90%
1/3/2015,1.5,0.14194967,-0.010609153,4.90%
1/4/2015,1.5,0.14194967,-0.010609153,4.90%
1/5/2015,1.5,0.14194967,-0.010609153,4.90%
1/6/2015,1.5,0.14194967,-0.010609153,4.90%
1/7/2015,1.5,0.14194967,-0.010609153,4.90%
1/8/2015,1.5,0.14194967,-0.010609153,4.90%
1/9/2015,1.5,0.14194967,-0.010609153,4.90%
1/10/2015,1.5,0.14194967,-0.010609153,4.90%
1/11/2015,1.5,0.14194967,-0.010609153,4.90%
1/12/2015,1.5,0.14194967,-0.010609153,4.90%
1/13/2015,1.5,0.14194967,-0.010609153,4.90%
1/14/2015,1.5,0.14194967,-0.010609153,4.90%
1/15/2015,1.5,0.14194967,-0.010609153,4.90%
1/16/2015,1.5,0.14194967,-0.010609153,4.90%
1/17/2015,1.5,0.14194967,-0.010609153,4.90%
1/18/2015,1.5,0.14194967,-0.010609153,4.90%
1/19/2015,1.5,0.14194967,-0.010609153,4.90%
1/20/2015,1.5,0.14194967,-0.010609153,4.90%
1/21/2015,1.5,0.14194967,-0.010609153,4.90%
1/22/2015,1.5,0.14194967,-0.010609153,4.90%
1/23/2015,1.5,0.14194967,-0.010609153,4.90%
1/24/2015,1.5,0.14194967,-0.010609153,4.90%
1/25/2015,1.5,0.14194967,-0.010609153,4.90%
1/26/2015,1.5,0.14194967,-0.010609153,4.90%
1/27/2015,1.5,0.14194967,-0.010609153,4.90%
1/28/2015,1.5,0.14194967,-0.010609153,4.90%
1/29/2015,1.5,0.14194967,-0.010609153,4.90%
1/30/2015,1.5,0.14194967,-0.010609153,4.90%
1/31/2015,1.5,0.14194967,-0.010609153,4.90%
2/1/2015,1.5,0.14194967,-0.010609153,4.90%
2/2/2015,1.5,0.14194967,-0.010609153,4.90%
2/3/2015,1.5,0.14194967,-0.010609153,4.90%
2/4/2015,1.5,0.14194967,-0.010609153,4.90%
2/5/2015,1.5,0.14194967,-0.010609153,4.90%
2/6/2015,1.5,0.14194967,-0.010609153,4.90%
2/7/2015,1.5,0.14194967,-0.010609153,4.90%
2/8/2015,1.5,0.14194967,-0.010609153,4.90%
2/9/2015,1.5,0.14194967,-0.010609153,4.90%
2/10/2015,1.5,0.14194967,-0.010609153,4.90%
2/11/2015,1.5,0.14194967,-0.010609153,4.90%
2/12/2015,1.5,0.14194967,-0.010609153,4.90%
2/13/2015,1.5,0.14194967,-0.010609153,4.90%
2/14/2015,1.5,0.14194967,-0.010609153,4.90%
2/15/2015,1.5,0.14194967,-0.010609153,4.90%
2/16/2015,1.5,0.14194967,-0.010609153,4.90%
2/17/2015,1.5,0.14194967,-0.010609153,4.90%
2/18/2015,1.5,0.14194967,-0.010609153,4.90%
2/19/2015,1.5,0.14194967,-0.010609153,4.90%
2/20/2015,1.5,0.14194967,-0.010609153,4.90%
2/21/2015,1.5,0.14194967,-0.010609153,4.90%
2/22/2015,1.5,0.14194967,-0.010609153,4.90%
2/23/2015,1.5,0.14194967,-0.010609153,4.90%
2/24/2015,1.5,0.14194967,-0.010609153,4.90%
2/25/2015,1.5,0.14194967,-0.010609153,4.90%
2/26/2015,1.5,0.14194967,-0.010609153,4.90%
2/27/2015,1.5,0.14194967,-0.010609153,4.90%
2/28/2015,1.5,0.14194967,-0.010609153,4.90%
3/1/2015,1.5,0.14194967,-0.010609153,4.90%
3/2/2015,1.5,0.14194967,-0.010609153,4.90%
3/3/2015,1.5,0.14194967,-0.010609153,4.90%
3/4/2015,1.5,0.14194967,-0.010609153,4.90%
3/5/2015,1.5,0.14194967,-0.010609153,4.90%
3/6/2015,1.5,0.14194967,-0.010609153,4.90%
3/7/2015,1.5,0.14194967,-0.010609153,4.90%
3/8/2015,1.5,0.14194967,-0.010609153,4.90%
3/9/2015,1.5,0.14194967,-0.010609153,4.90%
3/10/2015,1.5,0.14194967,-0.010609153,4.90%
3/11/2015,1.5,0.14194967,-0.010609153,4.90%
3/12/2015,1.5,0.14194967,-0.010609153,4.90%
3/13/2015,1.5,0.14194967,-0.010609153,4.90%
3/14/2015,1.5,0.14194967,-0.010609153,4.90%
3/15/2015,1.5,0.14194967,-0.010609153,4.90%
3/16/2015,1.5,0.14194967,-0.010609153,4.90%
3/17/2015,1.5,0.14194967,-0.010609153,4.90%
3/18/2015,1.5,0.14194967,-0.010609153,4.90%
3/19/2015,1.5,0.14194967,-0.010609153,4.90%
3/20/2015,1.5,0.14194967,-0.010609153,4.90%
3/21/2015,1.5,0.14194967,-0.010609153,4.90%
3/22/2015,1.5,0.14194967,-0.010609153,4.90%
3/23/2015,1.5,0.14194967,-0.010609153,4.90%
3/24/2015,1.5,0.14194967,-0.010609153,4.90%
3/25/2015,1.5,0.14194967,-0.010609153,4.90%
3/26/2015,1.5,0.14194967,-0.010609153,4.90%
3/27/2015,1.5,0.14194967,-0.010609153,4.90%
3/28/2015,1.5,0.14194967,-0.010609153,4.90%
3/29/2015,1.5,0.14194967,-0.010609153,4.90%
3/30/2015,1.5,0.14194967,-0.010609153,4.90%
3/31/2015,1.5,0.14194967,-0.010609153,4.90%
4/1/2015,1.5,0.14194967,-0.010609153,4.90%
4/2/2015,1.5,0.14194967,-0.010609153,4.90%
4/3/2015,1.5,0.14194967,-0.010609153,4.90%
4/4/2015,1.5,0.14194967,-0.010609153,4.90%
4/5/2015,1.5,0.14194967,-0.010609153,4.90%
4/6/2015,1.5,0.14194967,-0.010609153,4.90%
4/7/2015,1.5,0.14194967,-0.010609153,4.90%
4/8/2015,1.5,0.14194967,-0.010609153,4.90%
4/9/2015,1.5,0.14194967,-0.010609153,4.90%
4/10/2015,1.5,0.14194967,-0.010609153,4.90%
4/11/2015,1.5,0.14194967,-0.010609153,4.90%
4/12/2015,1.5,0.14194967,-0.010609153,4.90%
4/13/2015,1.5,0.14194967,-0.010609153,4.90%
4/14/2015,1.5,0.14194967,-0.010609153,4.90%
4/15/2015,1.5,0.14194967,-0.010609153,4.90%
4/16/2015,1.5,0.14194967,-0.010609153,4.90%
4/17/2015,1.5,0.14194967,-0.010609153,4.90%
4/18/2015,1.5,0.14194967,-0.010609153,4.90%
4/19/2015,1.5,0.14194967,-0.010609153,4.90%
4/20/2015,1.5,0.14194967,-0.010609153,4.90%
4/21/2015,1.5,0.14194967,-0.010609153,4.90%
4/22/2015,1.5,0.14194967,-0.010609153,4.90%
4/23/2015,1.5,0.14194967,-0.010609153,4.90%
4/24/2015,1.5,0.14194967,-0.010609153,4.90%
4/25/2015,1.5,0.14194967,-0.010609153,4.90%
4/26/2015,1.5,0.14194967,-0.010609153,4.90%
4/27/2015,1.5,0.14194967,-0.010609153,4.90%
4/28/2015,1.5,0.14194967,-0.010609153,4.90%
4/29/2015,1.5,0.14194967,-0.010609153,4.90%
4/30/2015,1.5,0.14194967,-0.010609153,4.90%
5/1/2015,1.5,0.14194967,-0.010609153,4.90%
5/2/2015,1.5,0.14194967,-0.010609153,4.90%
5/3/2015,1.5,0.14194967,-0.010609153,4.90%
5/4/2015,1.5,0.14194967,-0.010609153,4.90%
5/5/2015,1.5,0.14194967,-0.010609153,4.90%
5/6/2015,1.5,0.14194967,-0.010609153,4.90%
5/7/2015,1.5,0.14194967,-0.010609153,4.90%
5/8/2015,1.5,0.14194967,-0.010609153,4.90%
5/9/2015,1.5,0.14194967,-0.010609153,4.90%
5/10/2015,1.5,0.14194967,-0.010609153,4.90%
5/11/2015,1.5,0.14194967,-0.010609153,4.90%
5/12/2015,1.5,0.14194967,-0.010609153,4.90%
5/13/2015,1.5,0.14194967,-0.010609153,4.90%
5/14/2015,1.5,0.14194967,-0.010609153,4.90%
5/15/2015,1.5,0.14194967,-0.010609153,4.90%
5/16/2015,1.5,0.14194967,-0.010609153,4.90%
5/17/2015,1.5,0.14194967,-0.010609153,4.90%
5/18/2015,1.5,0.14194967,-0.010609153,4.90%
5/19/2015,1.5,0.14194967,-0.010609153,4.90%
5/20/2015,1.5,0.14194967,-0.010609153,4.90%
5/21/2015,1.5,0.14194967,-0.010609153,4.90%
5/22/2015,1.5,0.14194967,-0.010609153,4.90%
5/23/2015,1.5,0.14194967,-0.010609153,4.90%
5/24/2015,1.5,0.14194967,-0.010609153,4.90%
5/25/2015,1.5,0.14194967,-0.010609153,4.90%
5/26/2015,1.5,0.14194967,-0.010609153,4.90%
5/27/2015,1.5,0.14194967,-0.010609153,4.90%
5/28/2015,1.5,0.14194967,-0.010609153,4.90%
5/29/2015,1.5,0.14194967,-0.010609153,4.90%
5/30/2015,1.5,0.14194967,-0.010609153,4.90%
5/31/2015,1.5,0.14194967,-0.010609153,4.90%
6/1/2015,1.5,0.14194967,-0.010609153,4.90%
6/2/2015,1.5,0.14194967,-0.010609153,4.90%
6/3/2015,1.5,0.14194967,-0.010609153,4.90%
6/4/2015,1.5,0.14194967,-0.010609153,4.90%
6/5/2015,1.5,0.14194967,-0.010609153,4.90%
6/6/2015,1.5,0.14194967,-0.010609153,4.90%
6/7/2015,1.5,0.14194967,-0.010609153,4.90%
6/8/2015,1.5,0.14194967,-0.010609153,4.90%
6/9/2015,1.5,0.14194967,-0.010609153,4.90%
6/10/2015,1.5,0.14194967,-0.010609153,4.90%
6/11/2015,1.5,0.14194967,-0.010609153,4.90%
6/12/2015,1.5,0.14194967,-0.010609153,4.90%
6/13/2015,1.5,0.14194967,-0.010609153,4.90%
6/14/2015,1.5,0.14194967,-0.010609153,4.90%
6/15/2015,1.5,0.14194967,-0.010609153,4.90%
6/16/2015,1.5,0.14194967,-0.010609153,4.90%
6/17/2015,1.5,0.14194967,-0.010609153,4.90%
6/18/2015,1.5,0.14194967,-0.010609153,4.90%
6/19/2015,1.5,0.14194967,-0.010609153,4.90%
6/20/2015,1.5,0.14194967,-0.010609153,4.90%
6/21/2015,1.5,0.14194967,-0.010609153,4.90%
6/22/2015,1.5,0.14194967,-0.010609153,4.90%
6/23/2015,1.5,0.14194967,-0.010609153,4.90%
6/24/2015,1.5,0.14194967,-0.010609153,4.90%
6/25/2015,1.5,0.14194967,-0.010609153,4.90%
6/26/2015,1.5,0.14194967,-0.010609153,4.90%
6/27/2015,1.5,0.14194967,-0.010609153,4.90%
6/28/2015,1.5,0.14194967,-0.010609153,4.90%
