Date,Size,P/B RATIO,,,,,
3/21/17,"152,328,667,848",4.046,,,,,
3/22/17,"152,328,667,848",4.046,,,,,
3/23/17,"152,328,667,848",4.046,,,,,
3/24/17,"152,328,667,848",4.046,,,,,
3/27/17,"152,328,667,848",4.046,,,,,
3/28/17,"152,328,667,848",4.046,,,,,
3/29/17,"152,328,667,848",4.046,,,,,
3/30/17,"152,328,667,848",4.046,,,,,
3/31/17,"152,328,667,848",4.046,,,,,
4/3/17,"152,328,667,848",4.046,,,,,
4/4/17,"152,328,667,848",4.046,,,,,
4/5/17,"152,328,667,848",4.046,,,,,
4/6/17,"152,328,667,848",4.046,,,,,
4/7/17,"152,328,667,848",4.046,,,,,
4/10/17,"152,328,667,848",4.046,,,,,
4/11/17,"152,328,667,848",4.046,,,,,
4/12/17,"152,328,667,848",4.046,,,,,
4/13/17,"152,328,667,848",4.046,,,,,
4/14/17,"152,328,667,848",4.046,,,,,
4/17/17,"152,328,667,848",4.046,,,,,
4/18/17,"152,328,667,848",4.046,,,,,
4/19/17,"152,328,667,848",4.046,,,,,
4/20/17,"152,328,667,848",4.046,,,,,
4/21/17,"152,328,667,848",4.046,,,,,
4/24/17,"152,328,667,848",4.046,,,,,
4/25/17,"152,328,667,848",4.046,,,,,
4/26/17,"152,328,667,848",4.046,,,,,
4/27/17,"152,328,667,848",4.046,,,,,
4/28/17,"152,328,667,848",4.046,,,,,
5/1/17,"152,328,667,848",4.046,,,,,
5/2/17,"152,328,667,848",4.046,,,,,
5/3/17,"152,328,667,848",4.046,,,,,
5/4/17,"152,328,667,848",4.046,,,,,
5/5/17,"152,328,667,848",4.046,,,,,
5/8/17,"152,328,667,848",4.046,,,,,
5/9/17,"152,328,667,848",4.046,,,,,
5/10/17,"152,328,667,848",4.046,,,,,
5/11/17,"152,328,667,848",4.046,,,,,
5/12/17,"152,328,667,848",4.046,,,,,
5/15/17,"152,328,667,848",4.046,,,,,
5/16/17,"152,328,667,848",4.046,,,,,
5/17/17,"152,328,667,848",4.046,,,,,
5/18/17,"152,328,667,848",4.046,,,,,
5/19/17,"152,328,667,848",4.046,,,,,
5/22/17,"152,328,667,848",4.046,,,,,
5/23/17,"152,328,667,848",4.046,,,,,
5/24/17,"152,328,667,848",4.046,,,,,
5/25/17,"152,328,667,848",4.046,,,,,
5/26/17,"152,328,667,848",4.046,,,,,
5/29/17,"152,328,667,848",4.046,,,,,
5/30/17,"152,328,667,848",4.046,,,,,
5/31/17,"152,328,667,848",4.046,,,,,
6/1/17,"152,328,667,848",4.046,,,,,
6/2/17,"152,328,667,848",4.046,,,,,
6/5/17,"152,328,667,848",4.046,,,,,
6/6/17,"152,328,667,848",4.046,,,,,
6/7/17,"152,328,667,848",4.046,,,,,
6/8/17,"152,328,667,848",4.046,,,,,
6/9/17,"152,328,667,848",4.046,,,,,
6/12/17,"152,328,667,848",4.046,,,,,
6/13/17,"152,328,667,848",4.046,,,,,
6/14/17,"152,328,667,848",4.046,,,,,
6/15/17,"152,328,667,848",4.046,,,,,
6/16/17,"152,328,667,848",4.046,,,,,
6/19/17,"152,328,667,848",4.046,,,,,
6/20/17,"152,328,667,848",4.046,,,,,
6/21/17,"152,328,667,848",4.046,,,,,
6/22/17,"152,328,667,848",4.046,,,,,
6/23/17,"152,328,667,848",4.046,,,,,
6/26/17,"152,328,667,848",4.046,,,,,
6/27/17,"152,328,667,848",4.046,,,,,
6/28/17,"152,328,667,848",4.046,,,,,
6/29/17,"152,328,667,848",4.046,,,,,
6/30/17,"152,328,667,848",4.046,,,,,
7/3/17,"152,328,667,848",4.046,,,,,
7/4/17,"152,328,667,848",4.046,,,,,
7/5/17,"152,328,667,848",4.046,,,,,
7/6/17,"152,328,667,848",4.046,,,,,
7/7/17,"152,328,667,848",4.046,,,,,
7/10/17,"152,328,667,848",4.046,,,,,
7/11/17,"152,328,667,848",4.046,,,,,
7/12/17,"152,328,667,848",4.046,,,,,
7/13/17,"152,328,667,848",4.046,,,,,
7/14/17,"152,328,667,848",4.046,,,,,
7/17/17,"152,328,667,848",4.046,,,,,
7/18/17,"152,328,667,848",4.046,,,,,
7/19/17,"152,328,667,848",4.046,,,,,
7/20/17,"152,328,667,848",4.046,,,,,
7/21/17,"152,328,667,848",4.046,,,,,
7/24/17,"152,328,667,848",4.046,,,,,
7/25/17,"152,328,667,848",4.046,,,,,
7/26/17,"152,328,667,848",4.046,,,,,
7/27/17,"152,328,667,848",4.046,,,,,
7/28/17,"152,328,667,848",4.046,,,,,
7/31/17,"152,328,667,848",4.046,,,,,
8/1/17,"152,328,667,848",4.046,,,,,
8/2/17,"152,328,667,848",4.046,,,,,
8/3/17,"152,328,667,848",4.046,,,,,
8/4/17,"152,328,667,848",4.046,,,,,
8/7/17,"152,328,667,848",4.046,,,,,
8/8/17,"152,328,667,848",4.046,,,,,
8/9/17,"152,328,667,848",4.046,,,,,
8/10/17,"152,328,667,848",4.046,,,,,
8/11/17,"152,328,667,848",4.046,,,,,
8/14/17,"152,328,667,848",4.046,,,,,
8/15/17,"152,328,667,848",4.046,,,,,
8/16/17,"152,328,667,848",4.046,,,,,
8/17/17,"152,328,667,848",4.046,,,,,
8/18/17,"152,328,667,848",4.046,,,,,
8/21/17,"152,328,667,848",4.046,,,,,
8/22/17,"152,328,667,848",4.046,,,,,
8/23/17,"152,328,667,848",4.046,,,,,
8/24/17,"152,328,667,848",4.046,,,,,
8/25/17,"152,328,667,848",4.046,,,,,
8/28/17,"152,328,667,848",4.046,,,,,
8/29/17,"152,328,667,848",4.046,,,,,
8/30/17,"152,328,667,848",4.046,,,,,
8/31/17,"152,328,667,848",4.046,,,,,
9/1/17,"152,328,667,848",4.046,,,,,
9/4/17,"152,328,667,848",4.046,,,,,
9/5/17,"152,328,667,848",4.046,,,,,
9/6/17,"152,328,667,848",4.046,,,,,
9/7/17,"152,328,667,848",4.046,,,,,
9/8/17,"152,328,667,848",4.046,,,,,
9/11/17,"152,328,667,848",4.046,,,,,
9/12/17,"152,328,667,848",4.046,,,,,
9/13/17,"152,328,667,848",4.046,,,,,
9/14/17,"152,328,667,848",4.046,,,,,
9/15/17,"152,328,667,848",4.046,,,,,
9/18/17,"152,328,667,848",4.046,,,,,
9/19/17,"152,328,667,848",4.046,,,,,
9/20/17,"152,328,667,848",4.046,,,,,
9/21/17,"152,328,667,848",4.046,,,,,
9/22/17,"152,328,667,848",4.046,,,,,
9/25/17,"152,328,667,848",4.046,,,,,
9/26/17,"152,328,667,848",4.046,,,,,
9/27/17,"152,328,667,848",4.046,,,,,
9/28/17,"152,328,667,848",4.046,,,,,
9/29/17,"152,328,667,848",4.046,,,,,
10/2/17,"152,328,667,848",4.046,,,,,
10/3/17,"152,328,667,848",4.046,,,,,
10/4/17,"152,328,667,848",4.046,,,,,
10/5/17,"152,328,667,848",4.046,,,,,
10/6/17,"152,328,667,848",4.046,,,,,
10/9/17,"152,328,667,848",4.046,,,,,
10/10/17,"152,328,667,848",4.046,,,,,
10/11/17,"152,328,667,848",4.046,,,,,
10/12/17,"152,328,667,848",4.046,,,,,
10/13/17,"152,328,667,848",4.046,,,,,
10/16/17,"152,328,667,848",4.046,,,,,
10/17/17,"152,328,667,848",4.046,,,,,
10/18/17,"152,328,667,848",4.046,,,,,
10/19/17,"152,328,667,848",4.046,,,,,
10/20/17,"152,328,667,848",4.046,,,,,
10/23/17,"152,328,667,848",4.046,,,,,
10/24/17,"152,328,667,848",4.046,,,,,
10/25/17,"152,328,667,848",4.046,,,,,
10/26/17,"152,328,667,848",4.046,,,,,
10/27/17,"152,328,667,848",4.046,,,,,
10/30/17,"152,328,667,848",4.046,,,,,
10/31/17,"152,328,667,848",4.046,,,,,
11/1/17,"152,328,667,848",4.046,,,,,
11/2/17,"152,328,667,848",4.046,,,,,
11/3/17,"152,328,667,848",4.046,,,,,
11/6/17,"152,328,667,848",4.046,,,,,
11/7/17,"152,328,667,848",4.046,,,,,
11/8/17,"152,328,667,848",4.046,,,,,
11/9/17,"152,328,667,848",4.046,,,,,
11/10/17,"152,328,667,848",4.046,,,,,
11/13/17,"152,328,667,848",4.046,,,,,
11/14/17,"152,328,667,848",4.046,,,,,
11/15/17,"152,328,667,848",4.046,,,,,
11/16/17,"152,328,667,848",4.046,,,,,
11/17/17,"152,328,667,848",4.046,,,,,
11/20/17,"152,328,667,848",4.046,,,,,
11/21/17,"152,328,667,848",4.046,,,,,
11/22/17,"152,328,667,848",4.046,,,,,
11/23/17,"152,328,667,848",4.046,,,,,
11/24/17,"152,328,667,848",4.046,,,,,
11/27/17,"152,328,667,848",4.046,,,,,
11/28/17,"152,328,667,848",4.046,,,,,
11/29/17,"152,328,667,848",4.046,,,,,
11/30/17,"152,328,667,848",4.046,,,,,
12/1/17,"152,328,667,848",4.046,,,,,
12/4/17,"152,328,667,848",4.046,,,,,
12/5/17,"152,328,667,848",4.046,,,,,
12/6/17,"152,328,667,848",4.046,,,,,
12/7/17,"152,328,667,848",4.046,,,,,
12/8/17,"152,328,667,848",4.046,,,,,
12/11/17,"152,328,667,848",4.046,,,,,
12/12/17,"152,328,667,848",4.046,,,,,
12/13/17,"152,328,667,848",4.046,,,,,
12/14/17,"152,328,667,848",4.046,,,,,
12/15/17,"152,328,667,848",4.046,,,,,
12/18/17,"152,328,667,848",4.046,,,,,
12/19/17,"152,328,667,848",4.046,,,,,
12/20/17,"152,328,667,848",4.046,,,,,
12/21/17,"152,328,667,848",4.046,,,,,
12/22/17,"152,328,667,848",4.046,,,,,
12/25/17,"152,328,667,848",4.046,,,,,
12/26/17,"152,328,667,848",4.046,,,,,
12/27/17,"152,328,667,848",4.046,,,,,
12/28/17,"152,328,667,848",4.046,,,,,
12/29/17,"152,328,667,848",4.046,,,,,
1/1/18,"213,640,609,806",4.716,,,,,
1/2/18,"213,640,609,806",4.716,,,,,
1/3/18,"213,640,609,806",4.716,,,,,
1/4/18,"213,640,609,806",4.716,,,,,
1/5/18,"213,640,609,806",4.716,,,,,
1/8/18,"213,640,609,806",4.716,,,,,
1/9/18,"213,640,609,806",4.716,,,,,
1/10/18,"213,640,609,806",4.716,,,,,
1/11/18,"213,640,609,806",4.716,,,,,
1/12/18,"213,640,609,806",4.716,,,,,
1/15/18,"213,640,609,806",4.716,,,,,
1/16/18,"213,640,609,806",4.716,,,,,
1/17/18,"213,640,609,806",4.716,,,,,
1/18/18,"213,640,609,806",4.716,,,,,
1/19/18,"213,640,609,806",4.716,,,,,
1/22/18,"213,640,609,806",4.716,,,,,
1/23/18,"213,640,609,806",4.716,,,,,
1/24/18,"213,640,609,806",4.716,,,,,
1/25/18,"213,640,609,806",4.716,,,,,
1/26/18,"213,640,609,806",4.716,,,,,
1/29/18,"213,640,609,806",4.716,,,,,
1/30/18,"213,640,609,806",4.716,,,,,
1/31/18,"213,640,609,806",4.716,,,,,
2/1/18,"213,640,609,806",4.716,,,,,
2/2/18,"213,640,609,806",4.716,,,,,
2/5/18,"213,640,609,806",4.716,,,,,
2/6/18,"213,640,609,806",4.716,,,,,
2/7/18,"213,640,609,806",4.716,,,,,
2/8/18,"213,640,609,806",4.716,,,,,
2/9/18,"213,640,609,806",4.716,,,,,
2/12/18,"213,640,609,806",4.716,,,,,
2/13/18,"213,640,609,806",4.716,,,,,
2/14/18,"213,640,609,806",4.716,,,,,
2/15/18,"213,640,609,806",4.716,,,,,
2/16/18,"213,640,609,806",4.716,,,,,
2/19/18,"213,640,609,806",4.716,,,,,
2/20/18,"213,640,609,806",4.716,,,,,
2/21/18,"213,640,609,806",4.716,,,,,
2/22/18,"213,640,609,806",4.716,,,,,
2/23/18,"213,640,609,806",4.716,,,,,
2/26/18,"213,640,609,806",4.716,,,,,
2/27/18,"213,640,609,806",4.716,,,,,
2/28/18,"213,640,609,806",4.716,,,,,
3/1/18,"213,640,609,806",4.716,,,,,
3/2/18,"213,640,609,806",4.716,,,,,
3/5/18,"213,640,609,806",4.716,,,,,
3/6/18,"213,640,609,806",4.716,,,,,
3/7/18,"213,640,609,806",4.716,,,,,
3/8/18,"213,640,609,806",4.716,,,,,
3/9/18,"213,640,609,806",4.716,,,,,
3/12/18,"213,640,609,806",4.716,,,,,
3/13/18,"213,640,609,806",4.716,,,,,
3/14/18,"213,640,609,806",4.716,,,,,
3/15/18,"213,640,609,806",4.716,,,,,
3/16/18,"213,640,609,806",4.716,,,,,
3/19/18,"213,640,609,806",4.716,,,,,
3/20/18,"213,640,609,806",4.716,,,,,
3/21/18,"213,640,609,806",4.716,,,,,
3/22/18,"213,640,609,806",4.716,,,,,
3/23/18,"213,640,609,806",4.716,,,,,
3/26/18,"213,640,609,806",4.716,,,,,
3/27/18,"213,640,609,806",4.716,,,,,
3/28/18,"213,640,609,806",4.716,,,,,
3/29/18,"213,640,609,806",4.716,,,,,
3/30/18,"213,640,609,806",4.716,,,,,
4/2/18,"213,640,609,806",4.716,,,,,
4/3/18,"213,640,609,806",4.716,,,,,
4/4/18,"213,640,609,806",4.716,,,,,
4/5/18,"213,640,609,806",4.716,,,,,
4/6/18,"213,640,609,806",4.716,,,,,
4/9/18,"213,640,609,806",4.716,,,,,
4/10/18,"213,640,609,806",4.716,,,,,
4/11/18,"213,640,609,806",4.716,,,,,
4/12/18,"213,640,609,806",4.716,,,,,
4/13/18,"213,640,609,806",4.716,,,,,
4/16/18,"213,640,609,806",4.716,,,,,
4/17/18,"213,640,609,806",4.716,,,,,
4/18/18,"213,640,609,806",4.716,,,,,
4/19/18,"213,640,609,806",4.716,,,,,
4/20/18,"213,640,609,806",4.716,,,,,
4/23/18,"213,640,609,806",4.716,,,,,
4/24/18,"213,640,609,806",4.716,,,,,
4/25/18,"213,640,609,806",4.716,,,,,
4/26/18,"213,640,609,806",4.716,,,,,
4/27/18,"213,640,609,806",4.716,,,,,
4/30/18,"213,640,609,806",4.716,,,,,
5/1/18,"213,640,609,806",4.716,,,,,
5/2/18,"213,640,609,806",4.716,,,,,
5/3/18,"213,640,609,806",4.716,,,,,
5/4/18,"213,640,609,806",4.716,,,,,
5/7/18,"213,640,609,806",4.716,,,,,
5/8/18,"213,640,609,806",4.716,,,,,
5/9/18,"213,640,609,806",4.716,,,,,
5/10/18,"213,640,609,806",4.716,,,,,
5/11/18,"213,640,609,806",4.716,,,,,
5/14/18,"213,640,609,806",4.716,,,,,
5/15/18,"213,640,609,806",4.716,,,,,
5/16/18,"213,640,609,806",4.716,,,,,
5/17/18,"213,640,609,806",4.716,,,,,
5/18/18,"213,640,609,806",4.716,,,,,
5/21/18,"213,640,609,806",4.716,,,,,
5/22/18,"213,640,609,806",4.716,,,,,
5/23/18,"213,640,609,806",4.716,,,,,
5/24/18,"213,640,609,806",4.716,,,,,
5/25/18,"213,640,609,806",4.716,,,,,
5/28/18,"213,640,609,806",4.716,,,,,
5/29/18,"213,640,609,806",4.716,,,,,
5/30/18,"213,640,609,806",4.716,,,,,
5/31/18,"213,640,609,806",4.716,,,,,
6/1/18,"213,640,609,806",4.716,,,,,
6/4/18,"213,640,609,806",4.716,,,,,
6/5/18,"213,640,609,806",4.716,,,,,
6/6/18,"213,640,609,806",4.716,,,,,
6/7/18,"213,640,609,806",4.716,,,,,
6/8/18,"213,640,609,806",4.716,,,,,
6/11/18,"213,640,609,806",4.716,,,,,
6/12/18,"213,640,609,806",4.716,,,,,
6/13/18,"213,640,609,806",4.716,,,,,
6/14/18,"213,640,609,806",4.716,,,,,
6/15/18,"213,640,609,806",4.716,,,,,
6/18/18,"213,640,609,806",4.716,,,,,
6/19/18,"213,640,609,806",4.716,,,,,
6/20/18,"213,640,609,806",4.716,,,,,
6/21/18,"213,640,609,806",4.716,,,,,
6/22/18,"213,640,609,806",4.716,,,,,
6/25/18,"213,640,609,806",4.716,,,,,
6/26/18,"213,640,609,806",4.716,,,,,
6/27/18,"213,640,609,806",4.716,,,,,
6/28/18,"213,640,609,806",4.716,,,,,
6/29/18,"213,640,609,806",4.716,,,,,
7/2/18,"213,640,609,806",4.716,,,,,
7/3/18,"213,640,609,806",4.716,,,,,
7/4/18,"213,640,609,806",4.716,,,,,
7/5/18,"213,640,609,806",4.716,,,,,
7/6/18,"213,640,609,806",4.716,,,,,
7/9/18,"213,640,609,806",4.716,,,,,
7/10/18,"213,640,609,806",4.716,,,,,
7/11/18,"213,640,609,806",4.716,,,,,
7/12/18,"213,640,609,806",4.716,,,,,
7/13/18,"213,640,609,806",4.716,,,,,
7/16/18,"213,640,609,806",4.716,,,,,
7/17/18,"213,640,609,806",4.716,,,,,
7/18/18,"213,640,609,806",4.716,,,,,
7/19/18,"213,640,609,806",4.716,,,,,
7/20/18,"213,640,609,806",4.716,,,,,
7/23/18,"213,640,609,806",4.716,,,,,
7/24/18,"213,640,609,806",4.716,,,,,
7/25/18,"213,640,609,806",4.716,,,,,
7/26/18,"213,640,609,806",4.716,,,,,
7/27/18,"213,640,609,806",4.716,,,,,
7/30/18,"213,640,609,806",4.716,,,,,
7/31/18,"213,640,609,806",4.716,,,,,
8/1/18,"213,640,609,806",4.716,,,,,
8/2/18,"213,640,609,806",4.716,,,,,
8/3/18,"213,640,609,806",4.716,,,,,
8/6/18,"213,640,609,806",4.716,,,,,
8/7/18,"213,640,609,806",4.716,,,,,
8/8/18,"213,640,609,806",4.716,,,,,
8/9/18,"213,640,609,806",4.716,,,,,
8/10/18,"213,640,609,806",4.716,,,,,
8/13/18,"213,640,609,806",4.716,,,,,
8/14/18,"213,640,609,806",4.716,,,,,
8/15/18,"213,640,609,806",4.716,,,,,
8/16/18,"213,640,609,806",4.716,,,,,
8/17/18,"213,640,609,806",4.716,,,,,
8/20/18,"213,640,609,806",4.716,,,,,
8/21/18,"213,640,609,806",4.716,,,,,
8/22/18,"213,640,609,806",4.716,,,,,
8/23/18,"213,640,609,806",4.716,,,,,
8/24/18,"213,640,609,806",4.716,,,,,
8/27/18,"213,640,609,806",4.716,,,,,
8/28/18,"213,640,609,806",4.716,,,,,
8/29/18,"213,640,609,806",4.716,,,,,
8/30/18,"213,640,609,806",4.716,,,,,
8/31/18,"213,640,609,806",4.716,,,,,
9/3/18,"213,640,609,806",4.716,,,,,
9/4/18,"213,640,609,806",4.716,,,,,
9/5/18,"213,640,609,806",4.716,,,,,
9/6/18,"213,640,609,806",4.716,,,,,
9/7/18,"213,640,609,806",4.716,,,,,
9/10/18,"213,640,609,806",4.716,,,,,
9/11/18,"213,640,609,806",4.716,,,,,
9/12/18,"213,640,609,806",4.716,,,,,
9/13/18,"213,640,609,806",4.716,,,,,
9/14/18,"213,640,609,806",4.716,,,,,
9/17/18,"213,640,609,806",4.716,,,,,
9/18/18,"213,640,609,806",4.716,,,,,
9/19/18,"213,640,609,806",4.716,,,,,
9/20/18,"213,640,609,806",4.716,,,,,
9/21/18,"213,640,609,806",4.716,,,,,
9/24/18,"213,640,609,806",4.716,,,,,
9/25/18,"213,640,609,806",4.716,,,,,
9/26/18,"213,640,609,806",4.716,,,,,
9/27/18,"213,640,609,806",4.716,,,,,
9/28/18,"213,640,609,806",4.716,,,,,
10/1/18,"213,640,609,806",4.716,,,,,
10/2/18,"213,640,609,806",4.716,,,,,
10/3/18,"213,640,609,806",4.716,,,,,
10/4/18,"213,640,609,806",4.716,,,,,
10/5/18,"213,640,609,806",4.716,,,,,
10/8/18,"213,640,609,806",4.716,,,,,
10/9/18,"213,640,609,806",4.716,,,,,
10/10/18,"213,640,609,806",4.716,,,,,
10/11/18,"213,640,609,806",4.716,,,,,
10/12/18,"213,640,609,806",4.716,,,,,
10/15/18,"213,640,609,806",4.716,,,,,
10/16/18,"213,640,609,806",4.716,,,,,
10/17/18,"213,640,609,806",4.716,,,,,
10/18/18,"213,640,609,806",4.716,,,,,
10/19/18,"213,640,609,806",4.716,,,,,
10/22/18,"213,640,609,806",4.716,,,,,
10/23/18,"213,640,609,806",4.716,,,,,
10/24/18,"213,640,609,806",4.716,,,,,
10/25/18,"213,640,609,806",4.716,,,,,
10/26/18,"213,640,609,806",4.716,,,,,
10/29/18,"213,640,609,806",4.716,,,,,
10/30/18,"213,640,609,806",4.716,,,,,
10/31/18,"213,640,609,806",4.716,,,,,
11/1/18,"213,640,609,806",4.716,,,,,
11/2/18,"213,640,609,806",4.716,,,,,
11/5/18,"213,640,609,806",4.716,,,,,
11/6/18,"213,640,609,806",4.716,,,,,
11/7/18,"213,640,609,806",4.716,,,,,
11/8/18,"213,640,609,806",4.716,,,,,
11/9/18,"213,640,609,806",4.716,,,,,
11/12/18,"213,640,609,806",4.716,,,,,
11/13/18,"213,640,609,806",4.716,,,,,
11/14/18,"213,640,609,806",4.716,,,,,
11/15/18,"213,640,609,806",4.716,,,,,
11/16/18,"213,640,609,806",4.716,,,,,
11/19/18,"213,640,609,806",4.716,,,,,
11/20/18,"213,640,609,806",4.716,,,,,
11/21/18,"213,640,609,806",4.716,,,,,
11/22/18,"213,640,609,806",4.716,,,,,
11/23/18,"213,640,609,806",4.716,,,,,
11/26/18,"213,640,609,806",4.716,,,,,
11/27/18,"213,640,609,806",4.716,,,,,
11/28/18,"213,640,609,806",4.716,,,,,
11/29/18,"213,640,609,806",4.716,,,,,
11/30/18,"213,640,609,806",4.716,,,,,
12/3/18,"213,640,609,806",4.716,,,,,
12/4/18,"213,640,609,806",4.716,,,,,
12/5/18,"213,640,609,806",4.716,,,,,
12/6/18,"213,640,609,806",4.716,,,,,
12/7/18,"213,640,609,806",4.716,,,,,
12/10/18,"213,640,609,806",4.716,,,,,
12/11/18,"213,640,609,806",4.716,,,,,
12/12/18,"213,640,609,806",4.716,,,,,
12/13/18,"213,640,609,806",4.716,,,,,
12/14/18,"213,640,609,806",4.716,,,,,
12/17/18,"213,640,609,806",4.716,,,,,
12/18/18,"213,640,609,806",4.716,,,,,
12/19/18,"213,640,609,806",4.716,,,,,
12/20/18,"213,640,609,806",4.716,,,,,
12/21/18,"213,640,609,806",4.716,,,,,
12/24/18,"213,640,609,806",4.716,,,,,
12/25/18,"213,640,609,806",4.716,,,,,
12/26/18,"213,640,609,806",4.716,,,,,
12/27/18,"213,640,609,806",4.716,,,,,
12/28/18,"213,640,609,806",4.716,,,,,
12/31/18,"239,155,200,000",4.782,,,,,
1/1/19,"239,155,200,000",4.782,,,,,
1/2/19,"239,155,200,000",4.782,,,,,
1/3/19,"239,155,200,000",4.782,,,,,
1/4/19,"239,155,200,000",4.782,,,,,
1/7/19,"239,155,200,000",4.782,,,,,
1/8/19,"239,155,200,000",4.782,,,,,
1/9/19,"239,155,200,000",4.782,,,,,
1/10/19,"239,155,200,000",4.782,,,,,
1/11/19,"239,155,200,000",4.782,,,,,
1/14/19,"239,155,200,000",4.782,,,,,
1/15/19,"239,155,200,000",4.782,,,,,
1/16/19,"239,155,200,000",4.782,,,,,
1/17/19,"239,155,200,000",4.782,,,,,
1/18/19,"239,155,200,000",4.782,,,,,
1/21/19,"239,155,200,000",4.782,,,,,
1/22/19,"239,155,200,000",4.782,,,,,
1/23/19,"239,155,200,000",4.782,,,,,
1/24/19,"239,155,200,000",4.782,,,,,
1/25/19,"239,155,200,000",4.782,,,,,
1/28/19,"239,155,200,000",4.782,,,,,
1/29/19,"239,155,200,000",4.782,,,,,
1/30/19,"239,155,200,000",4.782,,,,,
1/31/19,"239,155,200,000",4.782,,,,,
2/1/19,"239,155,200,000",4.782,,,,,
2/4/19,"239,155,200,000",4.782,,,,,
2/5/19,"239,155,200,000",4.782,,,,,
2/6/19,"239,155,200,000",4.782,,,,,
2/7/19,"239,155,200,000",4.782,,,,,
2/8/19,"239,155,200,000",4.782,,,,,
2/11/19,"239,155,200,000",4.782,,,,,
2/12/19,"239,155,200,000",4.782,,,,,
2/13/19,"239,155,200,000",4.782,,,,,
2/14/19,"239,155,200,000",4.782,,,,,
2/15/19,"239,155,200,000",4.782,,,,,
2/18/19,"239,155,200,000",4.782,,,,,
2/19/19,"239,155,200,000",4.782,,,,,
2/20/19,"239,155,200,000",4.782,,,,,
2/21/19,"239,155,200,000",4.782,,,,,
2/22/19,"239,155,200,000",4.782,,,,,
2/25/19,"239,155,200,000",4.782,,,,,
2/26/19,"239,155,200,000",4.782,,,,,
2/27/19,"239,155,200,000",4.782,,,,,
2/28/19,"239,155,200,000",4.782,,,,,
3/1/19,"239,155,200,000",4.782,,,,,
3/4/19,"239,155,200,000",4.782,,,,,
3/5/19,"239,155,200,000",4.782,,,,,
3/6/19,"239,155,200,000",4.782,,,,,
3/7/19,"239,155,200,000",4.782,,,,,
3/8/19,"239,155,200,000",4.782,,,,,
3/11/19,"239,155,200,000",4.782,,,,,
3/12/19,"239,155,200,000",4.782,,,,,
3/13/19,"239,155,200,000",4.782,,,,,
3/14/19,"239,155,200,000",4.782,,,,,
3/15/19,"239,155,200,000",4.782,,,,,
3/18/19,"239,155,200,000",4.782,,,,,
3/19/19,"239,155,200,000",4.782,,,,,
3/20/19,"239,155,200,000",4.782,,,,,
3/21/19,"239,155,200,000",4.782,,,,,
3/22/19,"239,155,200,000",4.782,,,,,
3/25/19,"239,155,200,000",4.782,,,,,
3/26/19,"239,155,200,000",4.782,,,,,
3/27/19,"239,155,200,000",4.782,,,,,
3/28/19,"239,155,200,000",4.782,,,,,
3/29/19,"239,155,200,000",4.782,,,,,
4/1/19,"239,155,200,000",4.782,,,,,
4/2/19,"239,155,200,000",4.782,,,,,
4/3/19,"239,155,200,000",4.782,,,,,
4/4/19,"239,155,200,000",4.782,,,,,
4/5/19,"239,155,200,000",4.782,,,,,
4/8/19,"239,155,200,000",4.782,,,,,
4/9/19,"239,155,200,000",4.782,,,,,
4/10/19,"239,155,200,000",4.782,,,,,
4/11/19,"239,155,200,000",4.782,,,,,
4/12/19,"239,155,200,000",4.782,,,,,
4/15/19,"239,155,200,000",4.782,,,,,
4/16/19,"239,155,200,000",4.782,,,,,
4/17/19,"239,155,200,000",4.782,,,,,
4/18/19,"239,155,200,000",4.782,,,,,
4/19/19,"239,155,200,000",4.782,,,,,
4/22/19,"239,155,200,000",4.782,,,,,
4/23/19,"239,155,200,000",4.782,,,,,
4/24/19,"239,155,200,000",4.782,,,,,
4/25/19,"239,155,200,000",4.782,,,,,
4/26/19,"239,155,200,000",4.782,,,,,
4/29/19,"239,155,200,000",4.782,,,,,
4/30/19,"239,155,200,000",4.782,,,,,
5/1/19,"239,155,200,000",4.782,,,,,
5/2/19,"239,155,200,000",4.782,,,,,
5/3/19,"239,155,200,000",4.782,,,,,
5/6/19,"239,155,200,000",4.782,,,,,
5/7/19,"239,155,200,000",4.782,,,,,
5/8/19,"239,155,200,000",4.782,,,,,
5/9/19,"239,155,200,000",4.782,,,,,
5/10/19,"239,155,200,000",4.782,,,,,
5/13/19,"239,155,200,000",4.782,,,,,
5/14/19,"239,155,200,000",4.782,,,,,
5/15/19,"239,155,200,000",4.782,,,,,
5/16/19,"239,155,200,000",4.782,,,,,
5/17/19,"239,155,200,000",4.782,,,,,
5/20/19,"239,155,200,000",4.782,,,,,
5/21/19,"239,155,200,000",4.782,,,,,
5/22/19,"239,155,200,000",4.782,,,,,
5/23/19,"239,155,200,000",4.782,,,,,
5/24/19,"239,155,200,000",4.782,,,,,
5/27/19,"239,155,200,000",4.782,,,,,
5/28/19,"239,155,200,000",4.782,,,,,
5/29/19,"239,155,200,000",4.782,,,,,
5/30/19,"239,155,200,000",4.782,,,,,
5/31/19,"239,155,200,000",4.782,,,,,
6/3/19,"239,155,200,000",4.782,,,,,
6/4/19,"239,155,200,000",4.782,,,,,
6/5/19,"239,155,200,000",4.782,,,,,
6/6/19,"239,155,200,000",4.782,,,,,
6/7/19,"239,155,200,000",4.782,,,,,
6/10/19,"239,155,200,000",4.782,,,,,
6/11/19,"239,155,200,000",4.782,,,,,
6/12/19,"239,155,200,000",4.782,,,,,
