Date,Size,P/B RATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/16,"796,144,800",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/17,"1,313,089,012",2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
