Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,STMR,momentum,ltmr,Size,P/B Ratio,Sector Index
2017-10-05,0.3197032975192435,0.350000021403255,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-06,0.3101023692527003,0.5830856220711629,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-09,0.2674634840570989,0.7365188215436455,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-10,0.2674773340508352,0.7375865702382437,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-11,0.2642003791170313,0.7285488398280195,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-12,0.2705882872727442,0.9281576361214878,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-13,0.2659621440610489,0.7192464238433999,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-16,0.2661597097730344,0.7211962319456388,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-17,0.2659978617444407,0.8181174860003434,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-18,0.2506366774831419,1.1289581492162286,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-19,0.2554519132690147,1.1478757645874262,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-20,0.2623807434560533,1.3934205159178887,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-23,0.2631200107746332,2.248995599418942,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-24,0.2939838225046311,2.0358977227052666,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-25,0.3251539808058688,3.0749769997316405,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-26,0.341943307265437,2.8809408100220053,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-27,0.3749119046174624,3.872501192913467,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-30,0.3961872922579058,4.489406640615297,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-10-31,0.4031950592527979,4.419641706212955,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-11-01,0.4030699647283036,4.434993027623305,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-11-02,0.4025099936912538,4.800196221619822,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-11-03,0.4010584167385413,4.674474929789336,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-11-06,0.403691674360599,4.753663542761763,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-11-07,0.5462171118686345,3.59992237093246,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-11-08,0.5475608307983812,3.444797273973422,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-11-09,0.5475695026837819,3.022160053176824,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
2017-11-10,0.5563208991299263,3.0464787251735146,1.7,-0.522501184,0.615149197,0.00%,,,,,,9
