,Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield
0,2015-01-02,,,,,,
1,2015-01-05,,,,,,
2,2015-01-06,,,,,,
3,2015-01-07,,,,,,
4,2015-01-08,,,,,,
5,2015-01-09,,,,,,
6,2015-01-12,,,,,,
7,2015-01-13,,,,,,
8,2015-01-14,,,,,,
9,2015-01-15,,,,,,
10,2015-01-16,,,,,,
11,2015-01-20,,,,,,
12,2015-01-21,,,,,,
13,2015-01-22,,,,,,
14,2015-01-23,,,,,,
15,2015-01-26,,,,,,
16,2015-01-27,,,,,,
17,2015-01-28,,,,,,
18,2015-01-29,,,,,,
19,2015-01-30,,,,,,
20,2015-02-02,,,,,,
21,2015-02-03,,,,,,
22,2015-02-04,,,,,,
23,2015-02-05,,,,,,
24,2015-02-06,,,,,,
25,2015-02-09,,,,,,
26,2015-02-10,,,,,,
27,2015-02-11,,,,,,
28,2015-02-12,,,,,,
29,2015-02-13,,,,,,
30,2015-02-17,0.3496489768736935,1.583749961246008,,,,
31,2015-02-18,0.3449480229319348,1.6398833543190827,,,,
32,2015-02-19,0.3361765305470043,1.58089130523316,,,,
33,2015-02-20,0.3431995475212438,1.6448890732315835,,,,
34,2015-02-23,0.3344969234928805,1.531032276454095,,,,
35,2015-02-24,0.3318111619444548,1.4811988475252376,,,,
36,2015-02-25,0.3307601171152975,1.628506703368882,,,,
37,2015-02-26,0.3314113840702594,1.6505137449849951,,,,
38,2015-02-27,0.3400512774343409,1.7480763952021665,,,,
39,2015-03-02,0.331165371609007,1.680060733851218,,,,
40,2015-03-03,0.3243450552428887,1.6156793671912193,,,,
41,2015-03-04,0.3176933904776311,1.598565038093973,,,,
42,2015-03-05,0.3206392608342402,1.612552611778902,,,,
43,2015-03-06,0.3302771456543499,1.733767825329658,,,,
44,2015-03-09,0.3299796340108683,1.7423300429664146,,,,
45,2015-03-10,0.3384068944822578,1.803519647797254,,,,
46,2015-03-11,0.3453407593549781,2.077493525565168,,,,
47,2015-03-12,0.3868455342713412,2.3464849378236723,,,,
48,2015-03-13,0.377915787714164,2.2489897201091265,,,,
49,2015-03-16,0.370681832041359,1.906182801406276,,,,
50,2015-03-17,0.3650362016445925,1.844842236348855,,,,
51,2015-03-18,0.3500832806105363,1.720257964310551,,,,
52,2015-03-19,0.3542105183955306,1.7790228185040269,,,,
53,2015-03-20,0.3670747875664515,1.84175519075402,,,,
54,2015-03-23,0.3679367980853184,1.816828104944578,,,,
55,2015-03-24,0.3727105627118557,1.67961551367046,,,,
56,2015-03-25,0.3937411782404795,1.9665812675964451,,,,
57,2015-03-26,0.395980031441622,1.942338814136593,,,,
58,2015-03-27,0.3940828445195073,1.9740359238784,,,,
59,2015-03-30,0.4372605767880873,2.2767783885537565,,,,
60,2015-03-31,0.43746942677027,2.2106342803147507,,,,
61,2015-04-01,0.440525221464692,2.2331893874301234,,,,
62,2015-04-02,0.4454663635538473,2.282844014638791,,,,
63,2015-04-06,0.4418069307237271,2.414270782075413,,,,
64,2015-04-07,0.444916853177722,2.4656241990267147,,,,
65,2015-04-08,0.4420698653607746,2.494551811318859,,,,
66,2015-04-09,0.4404049128378137,2.4717188053566908,,,,
67,2015-04-10,0.43944652155963,2.408351935743636,,,,
68,2015-04-13,0.4329728195506085,2.298992900175289,,,,
69,2015-04-14,0.4308239947227595,2.286951620648111,,,,
70,2015-04-15,0.4306967944202849,2.267501388327166,,,,
71,2015-04-16,0.4339694618644459,2.2803017239512973,,,,
72,2015-04-17,0.439589996245447,2.3200380008373926,,,,
73,2015-04-20,0.426281925725465,2.194263795758704,,,,
74,2015-04-21,0.4264466336240079,2.213286989453944,,,,
75,2015-04-22,0.4026225056271413,2.06080397582345,,,,
76,2015-04-23,0.4022373203917141,2.137824270812357,,,,
77,2015-04-24,0.3619792434628182,1.825202965755184,,,,
78,2015-04-27,0.3632239943930793,1.8634454913971537,,,,
79,2015-04-28,0.3567266401900338,2.407270400169561,,,,
80,2015-04-29,0.3588445924940769,2.448197421904789,,,,
81,2015-04-30,0.3662417190560934,2.6030839277898217,,,,
82,2015-05-01,0.3598387410084211,2.360198925829925,,,,
83,2015-05-04,0.3481222441206169,2.248574995234425,,,,
84,2015-05-05,0.3478855955888999,2.0732449318440804,,,,
85,2015-05-06,0.3465798670400282,2.1263943983382583,,,,
86,2015-05-07,0.3412519033031412,2.025932797029808,,,,
87,2015-05-08,0.3452072541375464,2.0030001256718983,,,,
88,2015-05-11,0.350601634359051,2.046383545119307,,,,
89,2015-05-12,0.298147304194846,1.633280338028118,,,,
90,2015-05-13,0.2971032096214763,1.6883482820228095,,,,
91,2015-05-14,0.2892555281593481,1.5969715090949428,,,,
92,2015-05-15,0.281603933146301,1.5480021023285473,,,,
93,2015-05-18,0.2803405267772842,1.5201095144678174,,,,
94,2015-05-19,0.2517727870997481,1.3995438576224812,,,,
95,2015-05-20,0.2519110155283181,1.4153745885007667,,,,
96,2015-05-21,0.2520897914786056,1.40630074825636,,,,
97,2015-05-22,0.2517121432628451,1.4559213409374232,,,,
98,2015-05-26,0.2515324834652148,1.5688960277505053,,,,
99,2015-05-27,0.2559462036100149,1.622469826114436,,,,
100,2015-05-28,0.2568442128369724,1.648294217311522,,,,
101,2015-05-29,0.2660552710049989,1.7359630304784142,,,,
102,2015-06-01,0.2516905511258682,1.6417354304666267,,,,
103,2015-06-02,0.2515960067467195,1.7272601182125074,,,,
104,2015-06-03,0.2708939607840468,1.8077636616117363,,,,
105,2015-06-04,0.2737979435859568,1.8246289979967083,,,,
