Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,STMR,momentum,ltmr,Size,P/B Ratio,Sector Index
2016-10-19,0.226329779673943,0.7558077185512126,2.8,0.19051692,0.166614859,1.70%,0.0309555817337261,1.620898823887472,10.088794896309407,,,6
2016-10-20,0.2094392030713555,0.734339766793404,2.8,0.19051692,0.166614859,1.70%,0.0210642010673159,2.361889053095916,9.900225000282918,,,6
2016-10-21,0.19566540088551,0.573171355781374,2.8,0.19051692,0.166614859,1.70%,0.0339309080479722,0.9028355756078508,16.31717247654215,,,6
2016-10-24,0.188545213759651,0.4592885761524556,2.8,0.19051692,0.166614859,1.70%,0.0413888882094111,0.2192363215222976,55.25713305045757,,,6
2016-10-25,0.1787768275486374,0.8373991601583174,2.8,0.19051692,0.166614859,1.70%,0.0446168865774981,1.0442777080696362,11.412034418608114,,,6
2016-10-26,0.1662162953912986,0.903544554620719,2.8,0.19051692,0.166614859,1.70%,0.0142896654663652,2.112974829259871,16.333821085653714,,,6
2016-10-27,0.1368339106773428,0.652974551271003,2.8,0.19051692,0.166614859,1.70%,0.0202954380894611,-0.9772618812270002,-24.59062807159265,,,6
2016-10-28,0.13720928239264,0.6712347861460988,2.8,0.19051692,0.166614859,1.70%,0.0059090215885962,-6.262279833583598,-13.13886341263298,,,6
2016-10-31,0.1330120464887687,0.6752077495783675,2.8,0.19051692,0.166614859,1.70%,0.0090244423763829,-3.3249060962421173,-15.7227065472379,,,6
2016-11-01,0.1429628903045189,0.778291881190707,2.8,0.19051692,0.166614859,1.70%,-0.0134528032968163,4.622575037344279,-7.333043770543291,,,6
2016-11-02,0.1430228228637505,0.8756920715419811,2.8,0.19051692,0.166614859,1.70%,-0.0129989118027485,5.592426613550975,-6.324334595993547,,,6
2016-11-03,0.1463722598170232,0.8919822383548445,2.8,0.19051692,0.166614859,1.70%,-0.031178232272369,2.5277452222541785,-5.903888657746353,,,6
2016-11-04,0.141012531315919,0.8212758856960777,2.8,0.19051692,0.166614859,1.70%,-0.0417246894261651,1.9950976200420496,-5.292945876728969,,,6
2016-11-07,0.1479096239629667,0.8112826762381293,2.8,0.19051692,0.166614859,1.70%,-0.0446995907452189,1.5678056639663842,-6.533037781620743,,,6
2016-11-08,0.1489707847618969,0.8372088833571983,2.8,0.19051692,0.166614859,1.70%,-0.0409812389600715,1.4678544057683809,-7.677889063654805,,,6
2016-11-09,0.1469626674921665,0.7354511082750229,2.8,0.19051692,0.166614859,1.70%,-0.0515059438635142,0.5776449160698062,-15.42898866097786,,,6
2016-11-10,0.1613064062162846,0.6177067369640474,2.8,0.19051692,0.166614859,1.70%,-0.0766970297172914,0.682529092702616,-7.954884787955076,,,6
2016-11-11,0.1605056404435437,0.5681442062214479,2.8,0.19051692,0.166614859,1.70%,-0.0763179522567123,0.5642627682340576,-9.947248969891142,,,6
2016-11-14,0.1744811119859514,0.5496605149334193,2.8,0.19051692,0.166614859,1.70%,-0.10104331306537,0.3842417244337271,-10.692715713512056,,,6
2016-11-15,0.1791689454264226,0.665796783204267,2.8,0.19051692,0.166614859,1.70%,-0.0872057852033596,0.4806396305390248,-10.176164155203944,,,6
2016-11-16,0.1974095656722293,0.6070205188334971,2.8,0.19051692,0.166614859,1.70%,-0.0576884374264436,0.192078665262054,-41.681303540548015,,,6
2016-11-17,0.1958587681002422,0.5959454107343303,2.8,0.19051692,0.166614859,1.70%,-0.0575398064464644,0.7406815035003728,-10.550383324390433,,,6
2016-11-18,0.1958073607340095,0.6040547482242478,2.8,0.19051692,0.166614859,1.70%,-0.0526023791320176,1.0311697962279147,-8.355486116369226,,,6
2016-11-21,0.1940374384112907,0.6137973915960053,2.8,0.19051692,0.166614859,1.70%,-0.046507739201392,0.9364214709043138,-10.57905134786892,,,6
2016-11-22,0.193858986449421,0.774798817184029,2.8,0.19051692,0.166614859,1.70%,-0.0509681212368545,0.5855967312609471,-14.845039118866296,,,6
2016-11-23,0.1917083561156767,0.7744264729347761,2.8,0.19051692,0.166614859,1.70%,-0.0333282132876271,1.3354857545701575,-9.316945179991295,,,6
2016-11-25,0.1926457116091707,0.7955916024153062,2.8,0.19051692,0.166614859,1.70%,-0.0186570167804103,1.7318706313533208,-12.42170420659964,,,6
2016-11-28,0.1915020003870805,0.775664736588312,2.8,0.19051692,0.166614859,1.70%,-0.0139659703964669,2.3210618078394463,-12.590632770801555,,,6
2016-11-29,0.1914900211281582,0.7981190208101598,2.8,0.19051692,0.166614859,1.70%,-0.0133684984236457,2.8090480518044414,-10.12291441786689,,,6
2016-11-30,0.1924469510020283,0.827075282188931,2.8,0.19051692,0.166614859,1.70%,-0.0036174235199098,10.469842492086569,-9.875083273535733,,,6
2016-12-01,0.1936126621561218,0.847197640194378,2.8,0.19051692,0.166614859,1.70%,-0.0138771006881917,2.7500520312936616,-9.420825579710073,,,6
2016-12-02,0.1943213706786455,0.855760384539821,2.8,0.19051692,0.166614859,1.70%,0.0006373209314338,-39.37330534887156,-15.033222531709177,,,6
2016-12-05,0.1948272050325461,0.8083633596239896,2.8,0.19051692,0.166614859,1.70%,0.0024774903087346,-26.241842516778423,-5.516347774944079,,,6
2016-12-06,0.1942136967388485,0.7981573564099782,2.8,0.19051692,0.166614859,1.70%,-0.0041750826202466,12.221018783162185,-7.209651933258398,,,6
2016-12-07,0.1962242121789352,0.8707135636806885,2.8,0.19051692,0.166614859,1.70%,-0.0002702131792265,151.08743452602948,-9.432139891451383,,,6
2016-12-08,0.1891517399796802,0.818744176760539,2.8,0.19051692,0.166614859,1.70%,0.0111210739935126,-0.7853634947779268,-45.37459080900701,,,6
2016-12-09,0.1937107175623346,0.8471245912370042,2.8,0.19051692,0.166614859,1.70%,0.0555749219936259,0.0487729035211924,156.22507418218703,,,6
2016-12-12,0.1934546347932755,0.8450486297731036,2.8,0.19051692,0.166614859,1.70%,0.0439342742913219,0.5249867820738567,17.87187710764605,,,6
2016-12-13,0.1993506050280683,0.896279871287622,2.8,0.19051692,0.166614859,1.70%,0.0858835071562778,0.5334296428734719,9.457385097972356,,,6
2016-12-14,0.1914119539150001,0.7271283870623292,2.8,0.19051692,0.166614859,1.70%,0.0727266761498549,0.8753728645032101,6.925568671379149,,,6
2016-12-15,0.191815789267184,0.7788096850821803,2.8,0.19051692,0.166614859,1.70%,0.0516478219710127,1.1898666075743412,7.450759981719919,,,6
