Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,Short Term Mean Reversioj,momentum,Long Term Mean Reversion,Size,P/B Ratio,Sector Index,Normal Return,Adj Close,Log Returns
2/12/15,,,2.9,0.117405175,0.931662558,0.00%,0.018049594,13.85990751,1.078982564,"9,128,340,000",3.294,9,1.000942286,116.839996,0.000941842
2/13/15,,,2.9,0.117405175,0.931662558,0.00%,0.017082669,14.14285349,1.200911148,"9,128,340,000",3.294,9,1.000513574,116.900002,0.000513442
2/17/15,0.181255295,0.730858857,2.9,0.117405175,0.931662558,0.00%,0.001877943,129.5339917,1.176784929,"9,128,340,000",3.294,9,1.003079555,117.260002,0.003074823
2/18/15,0.180384291,0.892291645,2.9,0.117405175,0.931662558,0.00%,-0.001963908,-120.4680997,1.206818802,"9,128,340,000",3.294,9,0.997782688,117,-0.002219774
2/19/15,0.172755011,0.85525194,2.9,0.117405175,0.931662558,0.00%,0.009865829,24.3875582,1.200639055,"9,128,340,000",3.294,9,1.001196573,117.139999,0.001195857
2/20/15,0.190720524,0.879754919,2.9,0.117405175,0.931662558,0.00%,0.018421016,14.50467666,1.192206198,"9,128,340,000",3.294,9,1.033634993,121.080002,0.033081709
2/23/15,0.180323299,0.789234793,2.9,0.117405175,0.931662558,0.00%,0.046721524,5.838168159,1.224608754,"9,128,340,000",3.294,9,1.015031384,122.900002,0.014919532
2/24/15,0.181625411,0.822429057,2.9,0.117405175,0.931662558,0.00%,0.041944302,6.317962367,1.19321885,"9,128,340,000",3.294,9,0.994385655,122.209999,-0.005630165
2/25/15,0.181377644,0.841811229,2.9,0.117405175,0.931662558,0.00%,0.051207307,5.337090949,1.129157052,"9,128,340,000",3.294,9,1.001554725,122.400002,0.001553518
2/26/15,0.186632992,0.820681894,2.9,0.117405175,0.931662558,0.00%,0.075202121,3.872883238,1.083665945,"9,128,340,000",3.294,9,1.017238562,124.510002,0.017091664
2/27/15,0.188041165,0.824538498,2.9,0.117405175,0.931662558,0.00%,0.057804055,4.824254908,1.12543874,"9,128,340,000",3.294,9,0.988113381,123.029999,-0.01195783
3/2/15,0.188022822,0.867873455,2.9,0.117405175,0.931662558,0.00%,0.072089674,3.838521383,1.177360811,"9,128,340,000",3.294,9,1.002682289,123.360001,0.002678698
3/3/15,0.18189724,0.797995088,2.9,0.117405175,0.931662558,0.00%,0.069881374,4.149878415,1.127335772,"9,128,340,000",3.294,9,1.004053178,123.860001,0.004044986
3/4/15,0.181956731,0.788456146,2.9,0.117405175,0.931662558,0.00%,0.058241492,4.914544107,1.137835956,"9,128,340,000",3.294,9,1.000322953,123.900002,0.000322901
3/5/15,0.179331185,0.824482219,2.9,0.117405175,0.931662558,0.00%,0.051856963,5.319541385,1.188880524,"9,128,340,000",3.294,9,0.99499594,123.279999,-0.005016622
3/6/15,0.170850541,0.744298508,2.9,0.117405175,0.931662558,0.00%,0.047882564,5.382593728,1.21675421,"9,128,340,000",3.294,9,0.987183631,121.699997,-0.012899208
3/9/15,0.166330566,0.6908747,2.9,0.117405175,0.931662558,0.00%,0.050958858,4.708795653,1.302792132,"9,128,340,000",3.294,9,0.995645037,121.169998,-0.004364474
3/10/15,0.166223475,0.596562701,2.9,0.117405175,0.931662558,0.00%,0.065572109,3.954340642,1.20604568,"9,128,340,000",3.294,9,1.001237947,121.32,0.001237181
3/11/15,0.164194617,0.589271812,2.9,0.117405175,0.931662558,0.00%,0.049454349,4.874335738,1.313764292,"9,128,340,000",3.294,9,0.99934057,121.239998,-0.000659647
3/12/15,0.175828214,0.694529511,2.9,0.117405175,0.931662558,0.00%,0.062673475,4.124574598,1.297332953,"9,128,340,000",3.294,9,1.025074242,124.279999,0.024765041
3/13/15,0.176718297,0.715468962,2.9,0.117405175,0.931662558,0.00%,0.057296353,4.452441454,1.236799259,"9,128,340,000",3.294,9,0.995574541,123.730003,-0.00443528
3/16/15,0.175965213,0.710837811,2.9,0.117405175,0.931662558,0.00%,0.072340522,3.776208032,1.197795476,"9,128,340,000",3.294,9,1.015679261,125.669998,0.015557611
3/17/15,0.176609494,0.75193811,2.9,0.117405175,0.931662558,0.00%,0.066077675,4.036890912,1.225880909,"9,128,340,000",3.294,9,0.996817053,125.269997,-0.003188024
3/18/15,0.176729036,0.768884911,2.9,0.117405175,0.931662558,0.00%,0.080515953,3.200886287,1.324824061,"9,128,340,000",3.294,9,1.012293454,126.809998,0.012218504
3/19/15,0.177894382,0.786432451,2.9,0.117405175,0.931662558,0.00%,0.074973497,3.345556086,1.368757851,"9,128,340,000",3.294,9,0.995662834,126.260002,-0.004346599
3/20/15,0.174577104,0.906863532,2.9,0.117405175,0.931662558,0.00%,0.046159565,5.823891791,1.226714139,"9,128,340,000",3.294,9,1.004276897,126.800003,0.004267777
3/23/15,0.173116847,0.869501496,2.9,0.117405175,0.931662558,0.00%,0.042064439,6.618780183,1.266946606,"9,128,340,000",3.294,9,1.010883202,128.179993,0.010824406
3/24/15,0.166108187,0.819229795,2.9,0.117405175,0.931662558,0.00%,0.047070387,6.38436598,1.194311006,"9,128,340,000",3.294,9,0.999375979,128.100006,-0.000624216
3/25/15,0.166859873,0.80446226,2.9,0.117405175,0.931662558,0.00%,0.036026175,8.119123941,1.102968987,"9,128,340,000",3.294,9,0.9905542,126.889999,-0.009490694
3/26/15,0.168301949,0.814111498,2.9,0.117405175,0.931662558,0.00%,0.010307318,23.59648915,1.303994161,"9,128,340,000",3.294,9,0.991409914,125.800003,-0.008627193
3/27/15,0.169872758,0.892333719,2.9,0.117405175,0.931662558,0.00%,0.032939288,7.945751962,1.271784966,"9,128,340,000",3.294,9,1.010731311,127.150002,0.010674139
3/30/15,0.16981762,0.807572943,2.9,0.117405175,0.931662558,0.00%,0.031282458,8.343775454,1.269941042,"9,128,340,000",3.294,9,1.001022391,127.279999,0.001021869
3/31/15,0.173481085,0.835521942,2.9,0.117405175,0.931662558,0.00%,0.017844002,14.00402598,1.281454182,"9,128,340,000",3.294,9,0.990650511,126.089996,-0.00939347
4/1/15,0.173358567,0.840790285,2.9,0.117405175,0.931662558,0.00%,0.015854244,13.1013947,1.454338706,"9,128,340,000",3.294,9,0.998334531,125.879997,-0.001666858
4/2/15,0.174807589,0.812726249,2.9,0.117405175,0.931662558,0.00%,0.015534137,13.10970226,1.395809503,"9,128,340,000",3.294,9,0.994677486,125.209999,-0.005336729
4/6/15,0.147780031,0.699196551,2.9,0.117405175,0.931662558,0.00%,0.03337283,6.147713311,1.463646499,"9,128,340,000",3.294,9,1.004951705,125.830002,0.004939486
4/7/15,0.145452965,0.707533842,2.9,0.117405175,0.931662558,0.00%,0.02759301,7.426726884,1.413247104,"9,128,340,000",3.294,9,0.989906986,124.559998,-0.010144294
4/8/15,0.145991809,0.736302959,2.9,0.117405175,0.931662558,0.00%,0.034670555,6.765220999,1.421437075,"9,128,340,000",3.294,9,1.00834939,125.599998,0.008314727
4/9/15,0.146207613,0.73401657,2.9,0.117405175,0.931662558,0.00%,0.039065273,5.80003795,1.528840401,"9,128,340,000",3.294,9,1.003742054,126.07,0.00373507
4/10/15,0.137897421,0.726491247,2.9,0.117405175,0.931662558,0.00%,0.014300232,15.58062187,1.535645677,"9,128,340,000",3.294,9,1,126.07,0
4/13/15,0.134819777,0.719106235,2.9,0.117405175,0.931662558,0.00%,0.011650905,19.57690276,1.470001657,"9,128,340,000",3.294,9,0.99294043,125.18,-0.007084607
4/14/15,0.135875252,0.718953354,2.9,0.117405175,0.931662558,0.00%,-0.009594677,-23.38898576,1.518812087,"9,128,340,000",3.294,9,0.994328175,124.470001,-0.00568797
4/15/15,0.137044581,0.743314507,2.9,0.117405175,0.931662558,0.00%,0.00103726,211.0043699,1.610946798,"9,128,340,000",3.294,9,1.007471688,125.400002,0.007443913
4/16/15,0.137046231,0.750528187,2.9,0.117405175,0.931662558,0.00%,-0.010463829,-20.21977951,1.491984367,"9,128,340,000",3.294,9,1.000717671,125.489998,0.000717414
4/17/15,0.13868234,0.757840951,2.9,0.117405175,0.931662558,0.00%,-0.014760694,-13.48853458,1.588375525,"9,128,340,000",3.294,9,0.991393784,124.410004,-0.008643463
4/20/15,0.134389725,0.734747897,2.9,0.117405175,0.931662558,0.00%,-0.011501257,-18.51316818,1.6174044,"9,128,340,000",3.294,9,1.007555614,125.349998,0.007527214
4/21/15,0.1337546,0.749406958,2.9,0.117405175,0.931662558,0.00%,-0.017868074,-12.30977262,1.649908763,"9,128,340,000",3.294,9,1.004467539,125.910004,0.004457589
4/22/15,0.133821605,0.887678916,2.9,0.117405175,0.931662558,0.00%,-0.014467967,-15.85435846,1.623156633,"9,128,340,000",3.294,9,1.002779747,126.260002,0.002775891
