Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,Short Term Mean Reversioj,momentum,Long Term Mean Reversion,Size,P/B Ratio,Sector Index,Normal Return,Adj Close,Log Returns
4/25/16,0.177132269,0.55610556,2.6,0.125500105,0.010067352,0.00%,0.091775278,-0.158238168,-20.03381533,"12,524,732,000",2.549,9,1.027346646,125.099998,0.026979407
4/26/16,0.178427716,0.54691456,2.6,0.125500105,0.010067352,0.00%,0.090791449,0.098642015,34.13128623,"12,524,732,000",2.549,9,1.013109513,126.739998,0.013024327
4/27/16,0.162588315,0.473882338,2.6,0.125500105,0.010067352,0.00%,0.074774474,0.378068558,11.20493997,"12,524,732,000",2.549,9,1.00205146,127,0.002049358
4/28/16,0.166059831,0.541359244,2.6,0.125500105,0.010067352,0.00%,0.069578969,0.57444892,7.558088248,"12,524,732,000",2.549,9,0.988740157,125.57,-0.011323714
4/29/16,0.157436291,0.684804972,2.6,0.125500105,0.010067352,0.00%,0.056548397,0.832068593,6.382622779,"12,524,732,000",2.549,9,0.998009079,125.32,-0.001992906
5/2/16,0.148863912,0.683830008,2.6,0.125500105,0.010067352,0.00%,0.0621155,0.798463741,5.981697602,"12,524,732,000",2.549,9,1.004308977,125.860001,0.00429972
5/3/16,0.148601823,0.700585154,2.6,0.125500105,0.010067352,0.00%,0.066215493,0.758604924,5.886083608,"12,524,732,000",2.549,9,0.99578898,125.330002,-0.004219911
5/4/16,0.152179138,0.73854326,2.6,0.125500105,0.010067352,0.00%,0.037662933,1.513353835,4.860846653,"12,524,732,000",2.549,9,0.990824208,124.18,-0.009218149
5/5/16,0.15197641,0.752785785,2.6,0.125500105,0.010067352,0.00%,0.049650033,1.213658533,4.773712373,"12,524,732,000",2.549,9,1.00249636,124.489998,0.002493249
5/6/16,0.152448548,0.731065636,2.6,0.125500105,0.010067352,0.00%,0.047535855,1.023086708,5.664848516,"12,524,732,000",2.549,9,0.998393469,124.290001,-0.001607823
5/9/16,0.152473577,0.732003589,2.6,0.125500105,0.010067352,0.00%,0.060204533,0.893037387,5.093499184,"12,524,732,000",2.549,9,1.005229713,124.940002,0.005216085
5/10/16,0.152460997,0.720818437,2.6,0.125500105,0.010067352,0.00%,0.074873239,1.011365649,3.765071752,"12,524,732,000",2.549,9,1.014086721,126.699997,0.013988426
5/11/16,0.145675731,0.646433072,2.6,0.125500105,0.010067352,0.00%,0.069257835,1.240087522,3.185074974,"12,524,732,000",2.549,9,1.000236827,126.730003,0.000236799
5/12/16,0.146532015,0.631162374,2.6,0.125500105,0.010067352,0.00%,0.055167805,1.377056789,3.326065238,"12,524,732,000",2.549,9,0.992345925,125.760002,-0.007683518
5/13/16,0.14535639,0.530167621,2.6,0.125500105,0.010067352,0.00%,0.058950438,1.267415399,3.318650808,"12,524,732,000",2.549,9,1.008428737,126.82,0.008393414
5/16/16,0.145129585,0.505018677,2.6,0.125500105,0.010067352,0.00%,0.070035938,1.185051192,2.966189653,"12,524,732,000",2.549,9,1.004888835,127.440002,0.004876923
5/17/16,0.146179241,0.515155794,2.6,0.125500105,0.010067352,0.00%,0.058749284,1.035800047,3.719457484,"12,524,732,000",2.549,9,0.990191463,126.190002,-0.009856958
5/18/16,0.136999047,0.41127147,2.6,0.125500105,0.010067352,0.00%,0.059294116,1.095215798,3.62386784,"12,524,732,000",2.549,9,1.000713186,126.279999,0.000712932
5/19/16,0.133167899,0.347423396,2.6,0.125500105,0.010067352,0.00%,0.041284682,1.292016946,4.214998044,"12,524,732,000",2.549,9,0.998574588,126.099998,-0.001426429
5/20/16,0.133190337,0.351653637,2.6,0.125500105,0.010067352,0.00%,0.038977509,1.298806549,4.587685668,"12,524,732,000",2.549,9,1.004044433,126.610001,0.004036276
5/23/16,0.130228341,0.334392309,2.6,0.125500105,0.010067352,0.00%,0.011919092,3.505040416,5.41706305,"12,524,732,000",2.549,9,0.999920994,126.599998,-7.90E-05
5/24/16,0.132909681,0.437901812,2.6,0.125500105,0.010067352,0.00%,0.011141786,6.039327569,3.672371758,"12,524,732,000",2.549,9,1.012322322,128.160004,0.012247021
5/25/16,0.134309383,0.391300506,2.6,0.125500105,0.010067352,0.00%,0.004556548,14.45080473,3.680936219,"12,524,732,000",2.549,9,0.995474392,127.580002,-0.00453588
5/26/16,0.134459228,0.391698642,2.6,0.125500105,0.010067352,0.00%,0.013761669,4.960016222,3.612287963,"12,524,732,000",2.549,9,0.99788365,127.309998,-0.002118593
5/27/16,0.134615618,0.400732515,2.6,0.125500105,0.010067352,0.00%,0.021237881,3.853848105,3.019492964,"12,524,732,000",2.549,9,1.005498366,128.009995,0.005483305
5/31/16,0.132479833,0.47182221,2.6,0.125500105,0.010067352,0.00%,0.016469353,4.566587601,3.302424268,"12,524,732,000",2.549,9,0.999531302,127.949997,-0.000468808
6/1/16,0.132443127,0.476635814,2.6,0.125500105,0.010067352,0.00%,0.022953273,3.625579841,3.158323817,"12,524,732,000",2.549,9,1.002266573,128.240005,0.002264008
6/2/16,0.134113216,0.494736856,2.6,0.125500105,0.010067352,0.00%,0.042411953,2.329831766,2.75943465,"12,524,732,000",2.549,9,1.010293145,129.559998,0.010240532
6/3/16,0.129353421,0.596277344,2.6,0.125500105,0.010067352,0.00%,0.034811488,2.119921747,3.457665117,"12,524,732,000",2.549,9,0.994905804,128.899994,-0.005107215
6/6/16,0.130054756,0.611511774,2.6,0.125500105,0.010067352,0.00%,0.044763009,1.906043132,2.981021269,"12,524,732,000",2.549,9,1.008378604,129.979996,0.008343698
6/7/16,0.106762414,0.657726653,2.6,0.125500105,0.010067352,0.00%,0.036464828,1.985469104,3.511616066,"12,524,732,000",2.549,9,0.99692265,129.580002,-0.003082095
6/8/16,0.108351664,0.676104527,2.6,0.125500105,0.010067352,0.00%,0.037032655,2.487351347,2.987472023,"12,524,732,000",2.549,9,1.01466271,131.479996,0.014556252
6/9/16,0.108778694,0.679797983,2.6,0.125500105,0.010067352,0.00%,0.034587807,2.41187246,3.244693258,"12,524,732,000",2.549,9,0.997794387,131.190002,-0.002208049
6/10/16,0.105067823,0.64101945,2.6,0.125500105,0.010067352,0.00%,0.035464163,2.055387991,3.630948421,"12,524,732,000",2.549,9,0.993215954,130.300003,-0.006807162
6/13/16,0.123350389,0.760642202,2.6,0.125500105,0.010067352,0.00%,0.00566129,10.94076197,3.856538612,"12,524,732,000",2.549,9,0.978818097,127.540001,-0.021409458
6/14/16,0.122926231,0.769693436,2.6,0.125500105,0.010067352,0.00%,0.002742618,25.09674479,3.449740934,"12,524,732,000",2.549,9,1.001960169,127.790001,0.001958251
6/15/16,0.126686318,0.802959702,2.6,0.125500105,0.010067352,0.00%,0.001583633,30.23968353,4.888476865,"12,524,732,000",2.549,9,0.989044511,126.389999,-0.011015943
6/16/16,0.125087264,0.786365605,2.6,0.125500105,0.010067352,0.00%,0.00843753,6.966610144,4.285746232,"12,524,732,000",2.549,9,1.00759553,127.349998,0.007566829
6/17/16,0.131209945,0.84005943,2.6,0.125500105,0.010067352,0.00%,-0.003177135,-13.97748525,5.272487728,"12,524,732,000",2.549,9,0.987043573,125.699997,-0.013041094
6/20/16,0.137194199,0.901371157,2.6,0.125500105,0.010067352,0.00%,0.007083305,7.363281263,4.844489729,"12,524,732,000",2.549,9,1.014399404,127.510002,0.014296717
6/21/16,0.13731407,0.905333159,2.6,0.125500105,0.010067352,0.00%,0.012793001,4.691656959,4.266597964,"12,524,732,000",2.549,9,1.005646569,128.229996,0.005630687
6/22/16,0.135648048,0.855737242,2.6,0.125500105,0.010067352,0.00%,0.012407037,6.36964903,3.366275042,"12,524,732,000",2.549,9,1.011931678,129.759995,0.011861057
6/23/16,0.138754032,0.913196285,2.6,0.125500105,0.010067352,0.00%,0.027826738,3.6138261,2.620610762,"12,524,732,000",2.549,9,1.010943265,131.179993,0.010883821
6/24/16,0.141614951,0.610627025,2.6,0.125500105,0.010067352,0.00%,0.017982013,3.849949499,3.733034483,"12,524,732,000",2.549,9,0.988107958,129.619995,-0.011963318
6/27/16,0.168385057,0.79334159,2.6,0.125500105,0.010067352,0.00%,-0.019563581,-1.617460096,7.103489597,"12,524,732,000",2.549,9,0.968446257,125.529999,-0.032062289
6/28/16,0.169245579,0.758383523,2.6,0.125500105,0.010067352,0.00%,-0.011634405,-4.951666633,4.212233882,"12,524,732,000",2.549,9,1.007488266,126.470001,0.007460368
6/29/16,0.179472527,0.803315518,2.6,0.125500105,0.010067352,0.00%,0.008850302,7.360965163,4.192126612,"12,524,732,000",2.549,9,1.023009441,129.380005,0.022748715
6/30/16,0.180306099,0.784472173,2.6,0.125500105,0.010067352,0.00%,0.005465172,11.71637947,4.145418641,"12,524,732,000",2.549,9,1.006878953,130.270004,0.006855401
7/1/16,0.181172835,0.787610449,2.6,0.125500105,0.010067352,0.00%,0.0183717,4.555172904,3.235172006,"12,524,732,000",2.549,9,1.007829807,131.289993,0.007799313
7/5/16,0.181722256,0.788616502,2.6,0.125500105,0.010067352,0.00%,0.005753535,14.55235658,3.705417023,"12,524,732,000",2.549,9,0.995734656,130.729996,-0.004274467
7/6/16,0.183276116,0.795292976,2.6,0.125500105,0.010067352,0.00%,0.018276165,4.947815537,3.421665445,"12,524,732,000",2.549,9,1.009485237,131.970001,0.009440535
7/7/16,0.18038109,0.790598345,2.6,0.125500105,0.010067352,0.00%,0.003719913,30.01032649,2.785497399,"12,524,732,000",2.549,9,1,131.970001,0
7/8/16,0.192608118,0.86635747,2.6,0.125500105,0.010067352,0.00%,0.030847888,4.041780343,2.693937619,"12,524,732,000",2.549,9,1.025233022,135.300003,0.024919926
7/11/16,0.192208521,0.863510454,2.6,0.125500105,0.010067352,0.00%,0.039501091,3.029904062,2.766695695,"12,524,732,000",2.549,9,1.001847746,135.550003,0.001846041
7/12/16,0.192160568,0.858043718,2.6,0.125500105,0.010067352,0.00%,0.066061385,1.652398602,3.086284613,"12,524,732,000",2.549,9,1.005164124,136.25,0.005150835
7/13/16,0.192505612,0.858967134,2.6,0.125500105,0.010067352,0.00%,0.061530978,1.523406693,3.430440866,"12,524,732,000",2.549,9,0.997431149,135.899994,-0.002572157
7/14/16,0.192527267,0.854993477,2.6,0.125500105,0.010067352,0.00%,0.075632758,1.385297477,3.206654596,"12,524,732,000",2.549,9,1.003090604,136.320007,0.003085837
7/15/16,0.191127709,0.851415535,2.6,0.125500105,0.010067352,0.00%,0.067111799,1.4345098,3.537643671,"12,524,732,000",2.549,9,0.999046325,136.190002,-0.00095413
7/18/16,0.190029473,0.846251788,2.6,0.125500105,0.010067352,0.00%,0.081840256,1.335055459,3.080726997,"12,524,732,000",2.549,9,1.001688788,136.419998,0.001687363
7/19/16,0.189077204,0.840982578,2.6,0.125500105,0.010067352,0.00%,0.070325219,1.578105143,2.986215851,"12,524,732,000",2.549,9,1.002785552,136.800003,0.00278168
7/20/16,0.189835373,0.847084018,2.6,0.125500105,0.010067352,0.00%,0.074297341,1.773333255,2.62157454,"12,524,732,000",2.549,9,1.009649064,138.119995,0.009602809
7/21/16,0.186398389,0.838862282,2.6,0.125500105,0.010067352,0.00%,0.060697226,2.127061527,2.642079326,"12,524,732,000",2.549,9,0.998262453,137.880005,-0.001739058
7/22/16,0.186609923,0.839556643,2.6,0.125500105,0.010067352,0.00%,0.056607808,2.169030337,2.806925239,"12,524,732,000",2.549,9,1.006817537,138.820007,0.006794402
7/25/16,0.186723699,0.846428547,2.6,0.125500105,0.010067352,0.00%,0.061486509,1.961376542,2.826078917,"12,524,732,000",2.549,9,0.99294042,137.839996,-0.007084617
7/26/16,0.173433507,0.801388804,2.6,0.125500105,0.010067352,0.00%,0.094708919,1.326300927,2.772193063,"12,524,732,000",2.549,9,1.001160795,138,0.001160122
7/27/16,0.174180942,0.806287746,2.6,0.125500105,0.010067352,0.00%,0.084345835,1.406235416,2.970438604,"12,524,732,000",2.549,9,0.997101493,137.600006,-0.002902716
7/28/16,0.169750313,0.795599011,2.6,0.125500105,0.010067352,0.00%,0.06818864,1.351018577,3.823308887,"12,524,732,000",2.549,9,1.006613292,138.509995,0.00659152
7/29/16,0.169746916,0.794232144,2.6,0.125500105,0.010067352,0.00%,0.068885352,1.527655716,3.411973715,"12,524,732,000",2.549,9,1.007580702,139.559998,0.007552113
8/1/16,0.163025024,0.767431853,2.6,0.125500105,0.010067352,0.00%,0.061587539,1.502384221,3.828377713,"12,524,732,000",2.549,9,1.000501627,139.630005,0.000501501
8/2/16,0.160403174,0.753141972,2.6,0.125500105,0.010067352,0.00%,0.064069955,1.408848598,3.965742626,"12,524,732,000",2.549,9,0.998209554,139.380005,-0.001792051
8/3/16,0.160367238,0.753004159,2.6,0.125500105,0.010067352,0.00%,0.059995967,1.638522789,3.755674659,"12,524,732,000",2.549,9,1.005380973,140.130005,0.005366547
8/4/16,0.158358946,0.764140732,2.6,0.125500105,0.010067352,0.00%,0.059710413,1.598119936,3.763775135,"12,524,732,000",2.549,9,0.999714487,140.089996,-0.000285554
8/5/16,0.156536204,0.759299989,2.6,0.125500105,0.010067352,0.00%,0.03956172,2.900544253,3.175920521,"12,524,732,000",2.549,9,1.004782633,140.759995,0.004771232
8/8/16,0.155136696,1.121723674,2.6,0.125500105,0.010067352,0.00%,0.027648199,4.005947812,3.18384355,"12,524,732,000",2.549,9,0.989983027,139.350006,-0.01006748
8/9/16,0.116926257,0.906353408,2.6,0.125500105,0.010067352,0.00%,0.026936688,4.142882145,3.175951243,"12,524,732,000",2.549,9,1.004449192,139.970001,0.004439324
8/10/16,0.116543767,1.059572332,2.6,0.125500105,0.010067352,0.00%,0.030793958,3.847763262,2.920800166,"12,524,732,000",2.549,9,1.00128594,140.149994,0.001285114
8/11/16,0.101134285,0.975268763,2.6,0.125500105,0.010067352,0.00%,0.033612894,3.830071146,2.86522346,"12,524,732,000",2.549,9,1.005922241,140.979996,0.005904773
8/12/16,0.104011096,1.16178053,2.6,0.125500105,0.010067352,0.00%,0.027948539,4.40994098,2.991713322,"12,524,732,000",2.549,9,0.993403369,140.050003,-0.006618485
8/15/16,0.1034821,1.140974019,2.6,0.125500105,0.010067352,0.00%,0.024259896,4.914816696,3.062779107,"12,524,732,000",2.549,9,0.998000721,139.770004,-0.00200128
8/16/16,0.104728943,1.207337793,2.6,0.125500105,0.010067352,0.00%,0.015162219,7.076163503,3.383342683,"12,524,732,000",2.549,9,0.993703907,138.889999,-0.006315997
8/17/16,0.10402426,1.182395758,2.6,0.125500105,0.010067352,0.00%,0.000868505,114.4477021,3.614154413,"12,524,732,000",2.549,9,0.995320081,138.240005,-0.004690905
8/18/16,0.104045347,1.186716094,2.6,0.125500105,0.010067352,0.00%,0.006001695,17.02078949,3.563095649,"12,524,732,000",2.549,9,1.003399899,138.710007,0.003394132
8/19/16,0.078139428,0.893390869,2.6,0.125500105,0.010067352,0.00%,-0.00556222,-21.9847941,2.928201331,"12,524,732,000",2.549,9,0.995241843,138.050003,-0.004769513
8/22/16,0.078300498,0.895537496,2.6,0.125500105,0.010067352,0.00%,0.004271169,32.86596397,2.568917095,"12,524,732,000",2.549,9,1.002752553,138.429993,0.002748772
8/23/16,0.077696339,0.905050297,2.6,0.125500105,0.010067352,0.00%,0.000507168,354.1554402,2.022690206,"12,524,732,000",2.549,9,0.997399509,138.070007,-0.002603879
8/24/16,0.086171423,1.037792094,2.6,0.125500105,0.010067352,0.00%,-0.009345855,-18.42122651,2.033154376,"12,524,732,000",2.549,9,0.98732527,136.320007,-0.012755739
8/25/16,0.087828247,1.097523828,2.6,0.125500105,0.010067352,0.00%,-0.022561444,-6.178361183,2.477056163,"12,524,732,000",2.549,9,0.993397822,135.419998,-0.006624069
8/26/16,0.088876199,1.052323873,2.6,0.125500105,0.010067352,0.00%,-0.025545693,-4.969851102,2.76879619,"12,524,732,000",2.549,9,1.004578312,136.039993,0.004567863
8/29/16,0.095923893,1.170398992,2.6,0.125500105,0.010067352,0.00%,-0.013628216,-10.35582533,2.555087196,"12,524,732,000",2.549,9,1.012496413,137.740005,0.012418978
8/30/16,0.095691618,1.17979494,2.6,0.125500105,0.010067352,0.00%,-0.012635091,-12.30666454,2.249951031,"12,524,732,000",2.549,9,0.999201394,137.630005,-0.000798925
8/31/16,0.092552053,1.130383582,2.6,0.125500105,0.010067352,0.00%,-0.023100804,-7.274080369,2.005846279,"12,524,732,000",2.549,9,0.994913813,136.929993,-0.005099166
9/1/16,0.093872078,1.171309118,2.6,0.125500105,0.010067352,0.00%,-0.028674696,-5.466480712,2.085552645,"12,524,732,000",2.549,9,0.994157686,136.130005,-0.005859447
9/2/16,0.098010539,1.241525926,2.6,0.125500105,0.010067352,0.00%,-0.021906201,-7.237291697,2.11360042,"12,524,732,000",2.549,9,1.011606567,137.710007,0.011539727
9/6/16,0.096867009,1.22132176,2.6,0.125500105,0.010067352,0.00%,-0.007057576,-24.51048312,1.873931085,"12,524,732,000",2.549,9,1.004792593,138.369995,0.004781145
9/7/16,0.106124186,1.197581126,2.6,0.125500105,0.010067352,0.00%,0.003494679,48.43095591,1.998536974,"12,524,732,000",2.549,9,1.015104517,140.460007,0.01499158
9/8/16,0.10971755,1.250078564,2.6,0.125500105,0.010067352,0.00%,-0.007376401,-22.89714287,1.951863054,"12,524,732,000",2.549,9,0.990459832,139.119995,-0.009585966
9/9/16,0.138101971,1.22790045,2.6,0.125500105,0.010067352,0.00%,-0.043195063,-3.213664482,2.112728169,"12,524,732,000",2.549,9,0.970529103,135.020004,-0.029913889
9/12/16,0.143068653,1.178289482,2.6,0.125500105,0.010067352,0.00%,-0.022237592,-6.506110605,2.099462752,"12,524,732,000",2.549,9,1.014442282,136.970001,0.014338986
9/13/16,0.16150579,1.277541609,2.6,0.125500105,0.010067352,0.00%,-0.047096016,-2.542953578,2.287249074,"12,524,732,000",2.549,9,0.97349781,133.339996,-0.026859704
9/14/16,0.161537607,1.312674643,2.6,0.125500105,0.010067352,0.00%,-0.043408271,-2.379324007,2.71117723,"12,524,732,000",2.549,9,0.997375199,132.990005,-0.002628252
9/15/16,0.165599201,1.311613157,2.6,0.125500105,0.010067352,0.00%,-0.026089799,-4.458711827,2.580093117,"12,524,732,000",2.549,9,1.012707632,134.679993,0.012627567
9/16/16,0.166641251,1.204496767,2.6,0.125500105,0.010067352,0.00%,-0.024299797,-4.808722096,2.629201595,"12,524,732,000",2.549,9,1.005197595,135.380005,0.005184134
9/19/16,0.165762721,1.233154424,2.6,0.125500105,0.010067352,0.00%,-0.022267147,-5.51797646,2.488771493,"12,524,732,000",2.549,9,0.997266879,135.009995,-0.002736863
9/20/16,0.163763012,1.232618576,2.6,0.125500105,0.010067352,0.00%,-0.027537406,-4.541070856,2.446969107,"12,524,732,000",2.549,9,0.99748169,134.669998,-0.002521486
9/21/16,0.169792995,1.242698489,2.6,0.125500105,0.010067352,0.00%,-0.009825808,-15.40092656,2.149944371,"12,524,732,000",2.549,9,1.015222418,136.720001,0.01510772
9/22/16,0.171641766,1.252765023,2.6,0.125500105,0.010067352,0.00%,0.011015942,15.0289429,2.006639667,"12,524,732,000",2.549,9,1.00811879,137.830002,0.00808601
9/23/16,0.170708844,1.237005491,2.6,0.125500105,0.010067352,0.00%,0.014442544,12.13078864,1.891833216,"12,524,732,000",2.549,9,0.99680764,137.389999,-0.003197467
9/26/16,0.169930792,1.199565559,2.6,0.125500105,0.010067352,0.00%,0.007178021,26.86361965,1.678151363,"12,524,732,000",2.549,9,0.997306973,137.020004,-0.00269666
9/27/16,0.170846322,1.203326637,2.6,0.125500105,0.010067352,0.00%,0.00036285,664.4696103,1.373340714,"12,524,732,000",2.549,9,1.005619537,137.789993,0.005603806
9/28/16,0.170918078,1.161705377,2.6,0.125500105,0.010067352,0.00%,-0.005391285,-45.93674784,1.274777269,"12,524,732,000",2.549,9,0.993468365,136.889999,-0.00655306
9/29/16,0.17296967,1.169855598,2.6,0.125500105,0.010067352,0.00%,-0.01079335,-20.58700998,1.374907216,"12,524,732,000",2.549,9,0.989553715,135.460007,-0.010501231
9/30/16,0.178426113,1.19646435,2.6,0.125500105,0.010067352,0.00%,0.009868075,22.43224125,1.416764291,"12,524,732,000",2.549,9,1.014912069,137.479996,0.014801977
10/3/16,0.179523345,1.201083137,2.6,0.125500105,0.010067352,0.00%,-0.010071644,-19.26136568,1.59494087,"12,524,732,000",2.549,9,0.99163519,136.330002,-0.008399991
10/4/16,0.179371065,1.191024671,2.6,0.125500105,0.010067352,0.00%,-0.017276335,-10.50390498,1.690564118,"12,524,732,000",2.549,9,0.997579388,136,-0.002423546
10/5/16,0.179869177,1.196103663,2.6,0.125500105,0.010067352,0.00%,-0.027646222,-7.746567053,1.45079651,"12,524,732,000",2.549,9,1.00463239,136.630005,0.004621693
10/6/16,0.176873084,1.18009963,2.6,0.125500105,0.010067352,0.00%,-0.011858411,-17.53441869,1.577718706,"12,524,732,000",2.549,9,1.006221115,137.479996,0.006201844
10/7/16,0.177800792,1.155628671,2.6,0.125500105,0.010067352,0.00%,0.028115262,7.740706292,1.486819454,"12,524,732,000",2.549,9,1.010110555,138.869995,0.010059785
10/10/16,0.177476883,1.143827272,2.6,0.125500105,0.010067352,0.00%,0.015431211,13.84040183,1.515832936,"12,524,732,000",2.549,9,1.001656305,139.100006,0.001654934
10/11/16,0.182692549,1.159767039,2.6,0.125500105,0.010067352,0.00%,0.023275827,8.263352124,1.645151842,"12,524,732,000",2.549,9,0.981164559,136.479996,-0.019015088
10/12/16,0.18269104,1.158176556,2.6,0.125500105,0.010067352,0.00%,0.026197178,7.864987298,1.456336992,"12,524,732,000",2.549,9,1.000293142,136.520004,0.000293099
10/13/16,0.182130028,1.152527732,2.6,0.125500105,0.010067352,0.00%,0.012470201,16.11030947,1.418730405,"12,524,732,000",2.549,9,0.998901194,136.369995,-0.00109941
10/14/16,0.181750403,1.151540362,2.6,0.125500105,0.010067352,0.00%,0.003023847,53.86466723,1.866061675,"12,524,732,000",2.549,9,0.99574685,135.789993,-0.00426222
10/17/16,0.178448191,1.12895527,2.6,0.125500105,0.010067352,0.00%,0.007085468,20.71312272,2.140110991,"12,524,732,000",2.549,9,1.001325635,135.970001,0.001324757
10/18/16,0.185071128,1.162198809,2.6,0.125500105,0.010067352,0.00%,0.026670202,6.149027835,1.924231252,"12,524,732,000",2.549,9,1.017209656,138.309998,0.017063248
10/19/16,0.179540519,1.147210706,2.6,0.125500105,0.010067352,0.00%,0.009535999,16.81544511,1.920795437,"12,524,732,000",2.549,9,0.997975569,138.029999,-0.002026483
10/20/16,0.181553622,1.132194091,2.6,0.125500105,0.010067352,0.00%,0.014334875,13.00471502,1.784610803,"12,524,732,000",2.549,9,1.012968253,139.820007,0.012884886
10/21/16,0.160272474,1.071116008,2.6,0.125500105,0.010067352,0.00%,0.009922196,23.85861847,1.374469421,"12,524,732,000",2.549,9,0.992418739,138.759995,-0.007610145
10/24/16,0.15608372,1.096856621,2.6,0.125500105,0.010067352,0.00%,0.019155553,11.54914004,1.498961112,"12,524,732,000",2.549,9,1.006558108,139.669998,0.006536697
10/25/16,0.136621722,0.948840347,2.6,0.125500105,0.010067352,0.00%,0.004489588,36.02592297,1.91580974,"12,524,732,000",2.549,9,0.990978778,138.410004,-0.009062159
10/26/16,0.288466856,1.128204844,2.6,0.125500105,0.010067352,0.00%,-0.079251632,-0.591363399,4.756617619,"12,524,732,000",2.549,9,0.913662274,126.459999,-0.090294279
10/27/16,0.28995146,1.132834461,2.6,0.125500105,0.010067352,0.00%,-0.088798211,-0.104053954,22.26760071,"12,524,732,000",2.549,9,0.980151811,123.949997,-0.02004781
10/28/16,0.289163668,1.295334738,2.6,0.125500105,0.010067352,0.00%,-0.103196857,-0.050929253,38.77207104,"12,524,732,000",2.549,9,1.000403413,124,0.000403331
10/31/16,0.291822975,1.298144474,2.6,0.125500105,0.010067352,0.00%,-0.084048419,-0.249400672,9.494595253,"12,524,732,000",2.549,9,1.010806419,125.339996,0.010748447
11/1/16,0.293187506,1.302183363,2.6,0.125500105,0.010067352,0.00%,-0.093745212,0.054132874,-37.42592769,"12,524,732,000",2.549,9,0.987952816,123.830002,-0.01212034
11/2/16,0.2885965,1.183640956,2.6,0.125500105,0.010067352,0.00%,-0.09683376,0.003330292,-571.0708251,"12,524,732,000",2.549,9,1.001534321,124.019997,0.001533145
11/3/16,0.290275756,1.209601448,2.6,0.125500105,0.010067352,0.00%,-0.122494798,0.097409342,-12.85810285,"12,524,732,000",2.549,9,0.980728914,121.629997,-0.019459194
11/4/16,0.290813665,1.245547155,2.6,0.125500105,0.010067352,0.00%,-0.130419217,0.00251588,-455.4577347,"12,524,732,000",2.549,9,1.002137647,121.889999,0.002135365
11/7/16,0.303945784,1.341397753,2.6,0.125500105,0.010067352,0.00%,-0.105760039,-0.258899223,6.179667881,"12,524,732,000",2.549,9,1.026663385,125.139999,0.026314112
11/8/16,0.30440556,1.357912502,2.6,0.125500105,0.010067352,0.00%,-0.079420086,-0.323752662,6.954044286,"12,524,732,000",2.549,9,1.007351758,126.059998,0.007324866
11/9/16,0.317836777,1.005254286,2.6,0.125500105,0.010067352,0.00%,-0.11474782,0.153292652,-8.168057243,"12,524,732,000",2.549,9,0.965571973,121.720001,-0.035034635
11/10/16,0.338077253,1.093844474,2.6,0.125500105,0.010067352,0.00%,-0.077424565,-0.534883737,3.89924834,"12,524,732,000",2.549,9,1.036887923,126.209999,0.036223845
11/11/16,0.3350584,1.044541656,2.6,0.125500105,0.010067352,0.00%,-0.084236824,-0.501185542,3.797530884,"12,524,732,000",2.549,9,0.988986617,124.82,-0.011074479
11/14/16,0.341988407,1.051765839,2.6,0.125500105,0.010067352,0.00%,-0.064317916,-0.982794298,3.113783336,"12,524,732,000",2.549,9,1.021470918,127.5,0.021243665
11/15/16,0.342448839,1.065083416,2.6,0.125500105,0.010067352,0.00%,-0.077232925,-0.747278617,3.608423471,"12,524,732,000",2.549,9,1.004156855,128.029999,0.004148239
11/16/16,0.342345934,1.063873734,2.6,0.125500105,0.010067352,0.00%,-0.083205206,-0.345575267,6.901161201,"12,524,732,000",2.549,9,0.992033141,127.010002,-0.007998764
11/17/16,0.341552314,1.054440226,2.6,0.125500105,0.010067352,0.00%,-0.095224385,-0.244883479,8.267616048,"12,524,732,000",2.549,9,1.000866081,127.120003,0.000865707
11/18/16,0.339939291,1.121223256,2.6,0.125500105,0.010067352,0.00%,-0.096463879,-0.480764459,3.898509824,"12,524,732,000",2.549,9,0.991189404,126,-0.008849639
11/21/16,0.339861473,1.100341193,2.6,0.125500105,0.010067352,0.00%,-0.102048625,-0.36812384,4.666530802,"12,524,732,000",2.549,9,1.000952405,126.120003,0.000951952
11/22/16,0.337450007,1.075372498,2.6,0.125500105,0.010067352,0.00%,-0.104068899,-0.283006679,5.830294777,"12,524,732,000",2.549,9,0.988978751,124.730003,-0.011082433
11/23/16,0.339467566,1.067175016,2.6,0.125500105,0.010067352,0.00%,-0.00356476,-10.96405973,5.338395668,"12,524,732,000",2.549,9,1.010262158,126.010002,0.01020986
11/25/16,0.341995965,1.123956775,2.6,0.125500105,0.010067352,0.00%,0.028316574,1.612139332,4.922067693,"12,524,732,000",2.549,9,1.011903817,127.510002,0.011833524
11/28/16,0.343749528,1.154154904,2.6,0.125500105,0.010067352,0.00%,0.013696093,2.145356891,7.753052049,"12,524,732,000",2.549,9,0.985883437,125.709999,-0.01421715
11/29/16,0.347710532,1.20895743,2.6,0.125500105,0.010067352,0.00%,0.018810363,2.636681774,4.933170999,"12,524,732,000",2.549,9,1.015989197,127.720001,0.015862717
11/30/16,0.344784507,1.167969866,2.6,0.125500105,0.010067352,0.00%,0.016181032,0.26081399,56.43146999,"12,524,732,000",2.549,9,0.985358574,125.849998,-0.01474967
