Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,Short Term Mean Reversion,momentum,Long Term Mean Reversion,Size,P/B Ratio,Sector Index,Normal Return,Adj Close,Log Returns
1/2/15,,,3.7,0.095539471,0.105542524,3.40%,0.021793785,12.21124486,2.617111709,"61,225,979,786",0.865,3,0.345722622,22.32585,-1.062118495
1/5/15,,,3.7,0.095539471,0.105542524,3.40%,0.0198041,12.83451251,2.648429689,"61,225,979,786",0.865,3,0.989408492,22.089378,-0.010647997
1/6/15,,,3.7,0.095539471,0.105542524,3.40%,0.029107097,8.849350013,2.669783233,"61,225,979,786",0.865,3,1.003884085,22.175175,0.003876561
1/7/15,,,3.7,0.095539471,0.105542524,3.40%,0.031055103,8.351982976,2.681882755,"61,225,979,786",0.865,3,1.009153572,22.378162,0.009111932
1/8/15,,,3.7,0.095539471,0.105542524,3.40%,0.028279849,9.273759575,2.658677592,"61,225,979,786",0.865,3,1.0060781,22.514179,0.006059703
1/9/15,,,3.7,0.095539471,0.105542524,3.40%,0.049990954,4.898257049,2.814049554,"61,225,979,786",0.865,3,0.99117022,22.315382,-0.008868994
1/12/15,,,3.7,0.095539471,0.105542524,3.40%,0.037256127,6.123454755,2.996027451,"61,225,979,786",0.865,3,0.997468155,22.258883,-0.002535056
1/13/15,,,3.7,0.095539471,0.105542524,3.40%,0.057626645,4.140980474,2.899873907,"61,225,979,786",0.865,3,1.003948444,22.346775,0.003940669
1/14/15,,,3.7,0.095539471,0.105542524,3.40%,0.065277495,3.742962312,2.855360169,"61,225,979,786",0.865,3,1.006180317,22.484886,0.006161297
1/15/15,,,3.7,0.095539471,0.105542524,3.40%,0.057290376,4.181955558,2.871332458,"61,225,979,786",0.865,3,0.996184309,22.399088,-0.003822989
1/16/15,,,3.7,0.095539471,0.105542524,3.40%,0.048272695,5.012070773,2.938250662,"61,225,979,786",0.865,3,1.011023916,22.646013,0.010963596
1/20/15,,,3.7,0.095539471,0.105542524,3.40%,0.032468772,7.614387148,2.866288192,"61,225,979,786",0.865,3,1.00656071,22.79458,0.006539282
1/21/15,,,3.7,0.095539471,0.105542524,3.40%,0.037267659,6.447187363,2.982305796,"61,225,979,786",0.865,3,1.008812999,22.995472,0.008774391
1/22/15,,,3.7,0.095539471,0.105542524,3.40%,0.033508079,7.141821548,2.993340245,"61,225,979,786",0.865,3,0.996906033,22.924332,-0.003098763
1/23/15,,,3.7,0.095539471,0.105542524,3.40%,0.029288445,8.172012353,2.929941406,"61,225,979,786",0.865,3,0.999361022,22.909678,-0.000639182
1/26/15,,,3.7,0.095539471,0.105542524,3.40%,0.016258918,16.08947421,2.714399367,"61,225,979,786",0.865,3,1.002466167,22.966177,0.002463131
1/27/15,,,3.7,0.095539471,0.105542524,3.40%,0.01750537,15.8155591,2.597744027,"61,225,979,786",0.865,3,1.013394077,23.273788,0.01330517
