Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,STMR,momentum,ltmr,Size,P/B Ratio,Sector Index,Normal Return,Adj Close,Log Returns
1/2/15,,,2,0.130452141,0.065001329,0.00%,-0.02016567,-4.717175957,1.549366488,"12,786,116,894",1.4,3,1.192579505,13.5,0.176118613
1/5/15,,,2,0.130452141,0.065001329,0.00%,-0.019996016,-4.136219535,1.750744801,"12,786,116,894",1.4,3,0.985648148,13.30625,-0.014455836
1/6/15,,,2,0.130452141,0.065001329,0.00%,-0.027773025,-2.490307017,1.911158595,"12,786,116,894",1.4,3,0.984030061,13.09375,-0.016098833
1/7/15,,,2,0.130452141,0.065001329,0.00%,-0.007168489,-8.0562379,2.410942963,"12,786,116,894",1.4,3,0.99522673,13.03125,-0.004784698
1/8/15,,,2,0.130452141,0.065001329,0.00%,-0.001412097,-66.02929726,1.235478087,"12,786,116,894",1.4,3,1.01822542,13.26875,0.018061327
1/9/15,,,2,0.130452141,0.065001329,0.00%,-0.003759403,-24.24021286,1.618109414,"12,786,116,894",1.4,3,1.000471032,13.275,0.000470921
1/12/15,,,2,0.130452141,0.065001329,0.00%,0.010441481,8.456642624,1.608290854,"12,786,116,894",1.4,3,0.997175141,13.2375,-0.002828856
1/13/15,,,2,0.130452141,0.065001329,0.00%,0.03979682,2.695487287,1.648669655,"12,786,116,894",1.4,3,1.016525024,13.45625,0.016389971
1/14/15,,,2,0.130452141,0.065001329,0.00%,0.055231631,2.356517908,1.426042726,"12,786,116,894",1.4,3,1.019972132,13.725,0.019775305
1/15/15,,,2,0.130452141,0.065001329,0.00%,0.067524489,2.004041863,1.558652468,"12,786,116,894",1.4,3,1.018214936,13.975,0.018051032
1/16/15,,,2,0.130452141,0.065001329,0.00%,0.075029427,1.841500982,1.587800362,"12,786,116,894",1.4,3,1.008497317,14.09375,0.008461418
