Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,Short Term Mean Reversion,momentum,Long Term Mean Reversion,Size,P/B Ratio,Sector Index,Normal Return,Adj Close,Log Returns
1/2/15,,,2.2,0.105187683,0.097840839,0.00%,0.073481209,-1.959388024,-0.80718375,"502,645,380",1.035,0,0.221712532,15.95,-1.506373637
1/5/15,,,2.2,0.105187683,0.097840839,0.00%,0.055240868,-3.178461776,-0.431330235,"502,645,380",1.035,0,0.979937304,15.63,-0.020266685
1/6/15,,,2.2,0.105187683,0.097840839,0.00%,0.024081431,-7.603051191,-0.270089493,"502,645,380",1.035,0,0.968010237,15.13,-0.032512617
1/7/15,,,2.2,0.105187683,0.097840839,0.00%,0.042125794,-4.477597693,-0.150257787,"502,645,380",1.035,0,0.993390615,15.03,-0.006631324
1/8/15,,,2.2,0.105187683,0.097840839,0.00%,0.038279082,-2.714156222,-0.445132777,"502,645,380",1.035,0,1.045242848,15.71,0.044249249
1/9/15,,,2.2,0.105187683,0.097840839,0.00%,0.041147145,-3.096620753,-0.097558704,"502,645,380",1.035,0,0.978994271,15.38,-0.021229488
1/12/15,,,2.2,0.105187683,0.097840839,0.00%,0.049944677,-2.528673537,-0.025419111,"502,645,380",1.035,0,1.014304291,15.6,0.01420295
1/13/15,,,2.2,0.105187683,0.097840839,0.00%,0.079348504,-1.520230141,-0.375027274,"502,645,380",1.035,0,1,15.6,0
1/14/15,,,2.2,0.105187683,0.097840839,0.00%,0.067754992,-1.858995259,-0.359870757,"502,645,380",1.035,0,0.998076923,15.57,-0.001924928
1/15/15,,,2.2,0.105187683,0.097840839,0.00%,0.019562175,-9.846673995,0.163848084,"502,645,380",1.035,0,0.961464355,14.97,-0.039297787
1/16/15,,,2.2,0.105187683,0.097840839,0.00%,0.012487839,-12.96185427,0.020143373,"502,645,380",1.035,0,1.022712091,15.31,0.022458011
1/20/15,,,2.2,0.105187683,0.097840839,0.00%,-0.02961717,5.997687057,0.144783401,"502,645,380",1.035,0,0.977792293,14.97,-0.022458011
1/21/15,,,2.2,0.105187683,0.097840839,0.00%,-0.066497549,2.786886398,0.135174827,"502,645,380",1.035,0,1.000668003,14.98,0.00066778
1/22/15,,,2.2,0.105187683,0.097840839,0.00%,-0.044994736,3.792409483,0.223026116,"502,645,380",1.035,0,1.015353805,15.21,0.015237128
1/23/15,,,2.2,0.105187683,0.097840839,0.00%,-0.061636902,2.957994396,0.262413446,"502,645,380",1.035,0,0.992767916,15.1,-0.007258362
1/26/15,,,2.2,0.105187683,0.097840839,0.00%,-0.020421897,6.798410885,0.096868008,"502,645,380",1.035,0,1.027152318,15.51,0.026790233
1/27/15,,,2.2,0.105187683,0.097840839,0.00%,-0.02633381,4.862061287,-0.019873463,"502,645,380",1.035,0,1.014829142,15.74,0.014720266
1/28/15,,,2.2,0.105187683,0.097840839,0.00%,-0.066097752,2.546483087,0.07370801,"502,645,380",1.035,0,0.966963151,15.22,-0.033594891
1/29/15,,,2.2,0.105187683,0.097840839,0.00%,-0.035179569,3.772982463,0.014437534,"502,645,380",1.035,0,1.027595269,15.64,0.027221383
1/30/15,,,2.2,0.105187683,0.097840839,0.00%,-0.071367856,2.416715442,0.352847837,"502,645,380",1.035,0,0.968030691,15.14,-0.032491487
2/2/15,,,2.2,0.105187683,0.097840839,0.00%,-0.029909961,4.781509509,0.568015921,"502,645,380",1.035,0,1.022457067,15.48,0.02220862
2/3/15,,,2.2,0.105187683,0.097840839,0.00%,0.032727905,-2.73106833,0.743679128,"502,645,380",1.035,0,1.043281654,16.15,0.042371182
2/4/15,,,2.2,0.105187683,0.097840839,0.00%,0.063381271,-1.403788159,0.52443339,"502,645,380",1.035,0,0.998142477,16.120001,-0.001859251
2/5/15,,,2.2,0.105187683,0.097840839,0.00%,0.086623128,-0.749891614,-1.98E-14,"502,645,380",1.035,0,1.016749255,16.389999,0.016610533
2/6/15,,,2.2,0.105187683,0.097840839,0.00%,0.03563997,-2.441397011,0.175144465,"502,645,380",1.035,0,0.993288712,16.280001,-0.00673391
2/9/15,,,2.2,0.105187683,0.097840839,0.00%,0.048852086,-1.933703855,0.18195943,"502,645,380",1.035,0,0.992014681,16.15,-0.008017372
2/10/15,,,2.2,0.105187683,0.097840839,0.00%,0.034029687,-2.528085516,-0.299092135,"502,645,380",1.035,0,0.999380743,16.139999,-0.000619449
2/11/15,,,2.2,0.105187683,0.097840839,0.00%,0.029060732,-3.345856871,0.095611809,"502,645,380",1.035,0,0.99504337,16.059999,-0.004968955
2/12/15,,,2.2,0.105187683,0.097840839,0.00%,0.045205498,-2.244983748,-0.313425411,"502,645,380",1.035,0,1.014321421,16.290001,0.014219838
2/13/15,,,2.2,0.105187683,0.097840839,0.00%,0.103354497,-0.980279149,-0.734196537,"502,645,380",1.035,0,1.019030017,16.6,0.018851211
2/17/15,0.349648977,1.583749961,2.2,0.105187683,0.097840839,0.00%,0.083904007,-1.223472063,-0.566102113,"502,645,380",1.035,0,1.003012048,16.65,0.003007521
2/18/15,0.344948023,1.639883354,2.2,0.105187683,0.097840839,0.00%,0.119488757,-0.780946052,-0.695438139,"502,645,380",1.035,0,1.013213273,16.870001,0.013126739
2/19/15,0.336176531,1.580891305,2.2,0.105187683,0.097840839,0.00%,0.098460994,-0.927142322,-0.578294305,"502,645,380",1.035,0,0.979845881,16.530001,-0.020359984
2/20/15,0.343199548,1.644889073,2.2,0.105187683,0.097840839,0.00%,0.060585947,-2.585135286,-0.382630589,"502,645,380",1.035,0,0.977616396,16.16,-0.022637919
2/23/15,0.334496923,1.531032276,2.2,0.105187683,0.097840839,0.00%,0.033216991,-5.340580748,0.139105203,"502,645,380",1.035,0,0.965965347,15.61,-0.034627319
2/24/15,0.331811162,1.481198848,2.2,0.105187683,0.097840839,0.00%,-0.00906742,19.90383647,-0.153517313,"502,645,380",1.035,0,0.98462524,15.37,-0.015494177
2/25/15,0.330760117,1.628506703,2.2,0.105187683,0.097840839,0.00%,-0.035567926,4.725221446,-0.338481687,"502,645,380",1.035,0,0.988288874,15.19,-0.011780241
2/26/15,0.331411384,1.650513745,2.2,0.105187683,0.097840839,0.00%,-0.00990434,20.70453192,-0.362632949,"502,645,380",1.035,0,0.992100066,15.07,-0.007931304
2/27/15,0.340051277,1.748076395,2.2,0.105187683,0.097840839,0.00%,-0.064709039,3.611992043,-0.252454749,"502,645,380",1.035,0,0.97279363,14.66,-0.027583316
