Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,Short Term Mean Reversion,momentum,Long Term Mean Reversion,Size,P/B Ratio,Sector Index,Normal Return,Adj Close,Log Returns
1/2/15,,,15.5,0.254548302,0.081010158,3.70%,0.00686014,12.11880591,5.891519945,"100,610,000,000",17.88,0,0.65546319,88.893417,-0.4224131
1/5/15,,,15.5,0.254548302,0.081010158,3.70%,-0.004699951,-19.76523134,5.242381806,"100,610,000,000",17.88,0,0.97997827,87.113609,-0.0202249
1/6/15,,,15.5,0.254548302,0.081010158,3.70%,-0.020678042,-3.622178025,6.362755525,"100,610,000,000",17.88,0,0.99343627,86.541809,-0.0065854
1/7/15,,,15.5,0.254548302,0.081010158,3.70%,-0.032231377,-2.525416427,5.713567559,"100,610,000,000",17.88,0,1.00930579,87.34716,0.00926276
1/8/15,,,15.5,0.254548302,0.081010158,3.70%,-0.016006142,-5.461817327,5.430427715,"100,610,000,000",17.88,0,1.01797902,88.917557,0.01781931
1/9/15,,,15.5,0.254548302,0.081010158,3.70%,0.003447573,30.75365858,4.551143774,"100,610,000,000",17.88,0,0.99266365,88.265259,-0.0073634
1/12/15,,,15.5,0.254548302,0.081010158,3.70%,-0.004188508,-23.27469466,4.816354578,"100,610,000,000",17.88,0,1.00036497,88.297462,0.00036491
1/13/15,,,15.5,0.254548302,0.081010158,3.70%,-0.008988956,-10.45086921,4.983400426,"100,610,000,000",17.88,0,1.00428677,88.675987,0.00427761
1/14/15,,,15.5,0.254548302,0.081010158,3.70%,0.000999395,120.8831868,3.975006158,"100,610,000,000",17.88,0,0.99327947,88.080017,-0.0067432
1/15/15,,,15.5,0.254548302,0.081010158,3.70%,-0.012538498,-8.542295131,4.415546195,"100,610,000,000",17.88,0,0.99926852,88.015602,-0.0007317
1/16/15,,,15.5,0.254548302,0.081010158,3.70%,-0.004928901,-21.34087919,4.396130603,"100,610,000,000",17.88,0,1.00924149,88.828995,0.00919904
1/20/15,,,15.5,0.254548302,0.081010158,3.70%,0.015993147,7.499710598,3.889787081,"100,610,000,000",17.88,0,1.0091568,89.642387,0.00911513
1/21/15,,,15.5,0.254548302,0.081010158,3.70%,0.00341974,39.43199432,3.516667938,"100,610,000,000",17.88,0,1.00332407,89.940346,0.00331856
1/22/15,,,15.5,0.254548302,0.081010158,3.70%,0.006468079,23.44878258,3.173916717,"100,610,000,000",17.88,0,1.02301218,92.010094,0.02275139
1/23/15,,,15.5,0.254548302,0.081010158,3.70%,0.019890205,8.555371652,2.972747696,"100,610,000,000",17.88,0,0.90091904,82.893639,-0.1043399
1/26/15,,,15.5,0.254548302,0.081010158,3.70%,-0.088459565,-0.864711966,5.141632956,"100,610,000,000",17.88,0,0.99436508,82.426529,-0.0056509
1/27/15,,,15.5,0.254548302,0.081010158,3.70%,-0.093754458,-0.932398385,4.401209559,"100,610,000,000",17.88,0,0.98534441,81.218529,-0.014764
1/28/15,,,15.5,0.254548302,0.081010158,3.70%,-0.104239752,-0.813193781,4.333523349,"100,610,000,000",17.88,0,0.98463069,79.970222,-0.0154886
1/29/15,,,15.5,0.254548302,0.081010158,3.70%,-0.124363065,-0.503175814,5.599646767,"100,610,000,000",17.88,0,1.0112789,80.872215,0.01121577
1/30/15,,,15.5,0.254548302,0.081010158,3.70%,-0.110387012,-0.713982695,4.671851407,"100,610,000,000",17.88,0,0.98426606,79.5998,-0.015859
2/2/15,,,15.5,0.254548302,0.081010158,3.70%,-0.117558542,-0.495465657,5.7947749,"100,610,000,000",17.88,0,1.01305141,80.638664,0.01296697
2/3/15,,,15.5,0.254548302,0.081010158,3.70%,-0.097459586,-0.789783752,4.621342979,"100,610,000,000",17.88,0,1.00439432,80.993042,0.00438469
2/4/15,,,15.5,0.254548302,0.081010158,3.70%,-0.072850053,-1.350825548,3.616770292,"100,610,000,000",17.88,0,0.99960226,80.960808,-0.0003978
2/5/15,,,15.5,0.254548302,0.081010158,3.70%,-0.066662452,-1.427046138,3.707080841,"100,610,000,000",17.88,0,1.00925097,81.70977,0.00920844
2/6/15,,,15.5,0.254548302,0.081010158,3.70%,-0.066716663,-1.584680012,3.377321758,"100,610,000,000",17.88,0,0.99221367,81.073555,-0.0078168
2/9/15,,,15.5,0.254548302,0.081010158,3.70%,-0.092352864,-0.947555508,4.045821885,"100,610,000,000",17.88,0,0.99791399,80.904449,-0.0020882
2/10/15,,,15.5,0.254548302,0.081010158,3.70%,-0.087077786,-0.90485837,4.524762735,"100,610,000,000",17.88,0,1.00617164,81.403748,0.00615267
2/11/15,,,15.5,0.254548302,0.081010158,3.70%,-0.081289778,-1.127813475,3.938789461,"100,610,000,000",17.88,0,0.99831818,81.266853,-0.0016832
2/12/15,,,15.5,0.254548302,0.081010158,3.70%,-0.087250572,-0.85974912,4.709987461,"100,610,000,000",17.88,0,1.00495491,81.66951,0.00494267
2/13/15,,,15.5,0.254548302,0.081010158,3.70%,-0.075565118,-1.076009381,4.414090267,"100,610,000,000",17.88,0,1.00374714,81.975548,0.00374013
2/17/15,0.331883426,1.11156083,15.5,0.254548302,0.081010158,3.70%,-0.071093294,-1.118882598,4.621088409,"100,610,000,000",17.88,0,1.0070734,82.555382,0.0070485
2/18/15,0.327666896,1.133946455,15.5,0.254548302,0.081010158,3.70%,-0.073243759,-1.086453335,4.609257331,"100,610,000,000",17.88,0,1.00107308,82.643982,0.0010725
2/19/15,0.328060705,1.172363751,15.5,0.254548302,0.081010158,3.70%,-0.08128592,-1.087415199,4.161697171,"100,610,000,000",17.88,0,0.99103483,82.489853,-0.0090056
2/20/15,0.326688294,1.178723687,15.5,0.254548302,0.081010158,3.70%,-0.086471232,-1.158701896,3.699736706,"100,610,000,000",17.88,0,1.00255656,82.700745,0.0025533
2/23/15,0.321243275,1.172415564,15.5,0.254548302,0.081010158,3.70%,-0.106669506,-0.848871388,4.194566004,"100,610,000,000",17.88,0,0.9981365,82.546638,-0.0018652
2/24/15,0.321699655,1.203414625,15.5,0.254548302,0.081010158,3.70%,-0.004194885,-20.04693779,4.378931641,"100,610,000,000",17.88,0,1.00540437,82.992752,0.00538982
2/25/15,0.321640191,1.268249785,15.5,0.254548302,0.081010158,3.70%,0.006845938,13.314589,4.119138755,"100,610,000,000",17.88,0,0.99648162,82.700745,-0.0035246
2/26/15,0.321077705,1.289311324,15.5,0.254548302,0.081010158,3.70%,0.018085481,5.133992007,3.967823448,"100,610,000,000",17.88,0,0.99901924,82.619652,-0.0009812
2/27/15,0.320826343,1.29146365,15.5,0.254548302,0.081010158,3.70%,0.03259256,2.899197207,3.876111357,"100,610,000,000",17.88,0,0.99872376,82.514175,-0.0012771
3/2/15,0.321028996,1.387157901,15.5,0.254548302,0.081010158,3.70%,0.020100344,4.454900425,4.057119531,"100,610,000,000",17.88,0,1.00196596,82.676407,0.00196403
3/3/15,0.319257708,1.391823042,15.5,0.254548302,0.081010158,3.70%,0.037922986,2.352380699,4.108976414,"100,610,000,000",17.88,0,0.99578142,82.327644,-0.0042275
3/4/15,0.318097477,1.386846226,15.5,0.254548302,0.081010158,3.70%,0.020728706,4.094686336,4.322625523,"100,610,000,000",17.88,0,0.98935959,81.451637,-0.0106974
3/5/15,0.318038786,1.383088579,15.5,0.254548302,0.081010158,3.70%,0.005646369,10.93257578,5.816922866,"100,610,000,000",17.88,0,1.00298748,81.694977,0.00298303
3/6/15,0.308285851,1.11976961,15.5,0.254548302,0.081010158,3.70%,0.009027333,7.054307538,5.832207388,"100,610,000,000",17.88,0,0.99900717,81.613869,-0.0009933
3/9/15,0.117596081,0.793965761,15.5,0.254548302,0.081010158,3.70%,-0.001174649,-46.55515086,6.679339593,"100,610,000,000",17.88,0,0.99930431,81.557091,-0.0006959
3/10/15,0.120337297,0.773635527,15.5,0.254548302,0.081010158,3.70%,0.005946449,8.461853229,7.057940647,"100,610,000,000",17.88,0,0.98925906,80.681107,-0.010799
3/11/15,0.114926718,0.753551242,15.5,0.254548302,0.081010158,3.70%,-0.002764395,-12.38553169,9.890128172,"100,610,000,000",17.88,0,0.99246004,80.072754,-0.0075685
3/12/15,0.109896428,0.721045583,15.5,0.254548302,0.081010158,3.70%,-0.01648584,-1.882494833,10.44674405,"100,610,000,000",17.88,0,1.00962315,80.843307,0.00957714
3/13/15,0.109623011,0.719459813,15.5,0.254548302,0.081010158,3.70%,-0.005225422,-7.363583214,8.448292525,"100,610,000,000",17.88,0,0.98856227,79.91864,-0.0115036
