Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,Short Term Mean Reversion,,Long Term Mean Reversion,Size,P/B Ratio,Sector Index,Normal Return,Adj Close,Log Returns
8/25/16,0.708299772,4.500956908,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.060402685,9.48,0.058648727
8/26/16,0.712417662,4.946262986,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.929324895,8.81,-0.073296876
8/29/16,0.737963762,6.423733125,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.002270148,8.83,0.002267575
8/30/16,0.750071909,6.589962793,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.980747452,8.66,-0.019440292
8/31/16,0.748286873,6.899591639,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.976905312,8.46,-0.023365549
9/1/16,0.768592221,7.308753357,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.013002364,8.57,0.012918559
9/2/16,0.762037643,6.999265606,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.019836639,8.74,0.019642457
9/6/16,0.766646999,7.094230944,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.916475973,8.01,-0.087219429
9/7/16,0.756593274,7.085633995,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.988764045,7.92,-0.011299555
9/8/16,0.70589973,7.834138993,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.955808081,7.57,-0.045198138
9/9/16,0.744980105,5.191525958,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.085865258,8.22,0.082377142
9/12/16,0.744787203,4.292280174,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.944038929,7.76,-0.057587875
9/13/16,0.735545767,3.672819696,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.011597938,7.85,0.011531198
9/14/16,0.735516236,3.762394027,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.062420382,8.34,0.060549685
9/15/16,0.734964625,3.594014076,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.020383693,8.51,0.020178726
9/16/16,0.743279843,3.181314084,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.05052879,8.94,0.049293647
9/19/16,0.751893143,3.164867782,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.997762864,8.92,-0.002239643
9/20/16,0.702186772,3.165354176,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.957399103,8.54,-0.043534939
9/21/16,0.715421845,3.298287978,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.909836066,7.77,-0.094490843
9/22/16,0.704182752,3.363616992,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.007722008,7.83,0.007692346
9/23/16,0.713625133,3.509996898,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.992337165,7.77,-0.007692346
9/26/16,0.713514235,3.366249501,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.996138996,7.74,-0.003868477
9/27/16,0.695881495,3.292517139,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.018087855,7.88,0.017926216
9/28/16,0.664910876,3.096809518,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.038071066,8.18,0.037364247
9/29/16,0.67639084,3.182138064,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.952322738,7.79,-0.048851291
9/30/16,0.686237785,3.310983957,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.01283697,7.89,0.012755275
10/3/16,0.691471523,3.334223792,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.051964512,8.3,0.05065938
10/4/16,0.693382367,3.347761179,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.057831325,8.78,0.056220893
10/5/16,0.693573563,3.343127726,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.960136674,8.43,-0.040679636
10/6/16,0.647412522,3.159642384,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.002372479,8.45,0.002369669
10/7/16,0.65111084,3.187849652,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.029585799,8.7,0.029156584
10/10/16,0.644708616,2.989354952,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.006896552,8.76,0.006872879
10/11/16,0.602508254,2.782175393,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.957762557,8.39,-0.043155384
10/12/16,0.579746177,2.752445839,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.044100119,8.76,0.043155384
10/13/16,0.605035599,2.846026357,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.96347032,8.44,-0.037213596
10/14/16,0.605503931,2.8607991,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.978672986,8.26,-0.021557721
10/17/16,0.609730046,2.875601614,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.020581114,8.43,0.020372184
10/18/16,0.594516567,2.821472325,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.009489917,8.51,0.009445171
10/19/16,0.59732017,2.839178908,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.975323149,8.3,-0.024986428
10/20/16,0.588204222,2.819026495,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.96746988,8.03,-0.033070987
10/21/16,0.527014042,2.442589218,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.96637609,7.76,-0.034202194
10/24/16,0.526956429,2.705137495,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.00257732,7.78,0.002574004
10/25/16,0.527160474,3.161451728,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.939588689,7.31,-0.062313064
10/26/16,0.527167797,3.153355967,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.062927497,7.77,0.061026891
10/27/16,0.526618143,3.319724369,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.963963964,7.49,-0.036701367
10/28/16,0.513018558,3.993291791,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.025367156,7.68,0.02505075
10/31/16,0.513213444,4.019623912,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.015625,7.8,0.015504187
11/1/16,0.520182729,4.044604225,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.979487179,7.64,-0.020726131
11/2/16,0.570044676,4.445060317,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1,7.64,0
11/3/16,0.549090712,4.229177691,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.992146597,7.58,-0.007884404
11/4/16,0.608745347,4.163433056,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.990765172,7.51,-0.009277734
11/7/16,0.668950741,4.399738667,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.996005326,7.48,-0.004002674
11/8/16,0.673246047,4.460156671,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.981283422,7.34,-0.018893949
11/9/16,0.715056893,4.814615013,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.001362398,7.35,0.001361471
11/10/16,0.748363538,4.967712124,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.044897959,7.68,0.043919234
11/11/16,0.741800652,4.962785942,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.967447917,7.43,-0.033093688
11/14/16,0.74454472,4.874591739,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.899057873,6.68,-0.106407871
11/15/16,0.74227702,4.571595749,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.950598802,6.35,-0.050663175
11/16/16,0.912926387,4.91462442,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.086614173,6.9,0.083066599
11/17/16,0.989590031,4.281117823,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.089855072,7.52,0.086044726
11/18/16,0.989833986,4.214706576,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.03856383,7.81,0.037838826
11/21/16,1.059847018,5.005452923,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.080665813,8.44,0.077577345
11/22/16,1.057705261,5.520072434,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.088862559,9.19,0.085133628
11/23/16,1.071436746,5.485003946,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.979325354,9,-0.020891359
11/25/16,1.055843123,5.274296396,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.957777778,8.62,-0.043139493
11/28/16,1.043182359,5.302632549,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.989559165,8.53,-0.010495723
11/29/16,1.041062237,5.229468233,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.817116061,6.97,-0.201974137
11/30/16,1.038633101,5.200466769,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.862266858,6.01,-0.148190476
12/1/16,1.037717048,5.118516225,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.008319468,6.06,0.008285052
12/2/16,1.038922798,5.095066488,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.125412541,6.82,0.118149672
12/5/16,1.039880676,5.045442345,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.019061584,6.95,0.018882188
12/6/16,1.040025115,5.077800987,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.057553957,7.35,0.055958654
12/7/16,1.040667652,4.356553836,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1,7.35,0
12/8/16,1.041393049,4.405733066,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.972789116,7.15,-0.027587957
12/9/16,1.046309879,4.488350706,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.972027972,6.95,-0.028370697
12/12/16,1.046712173,4.578232939,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.988489209,6.87,-0.011577553
12/13/16,1.046101857,4.769936867,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.988355167,6.79,-0.011713165
12/14/16,1.041721519,4.496060809,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.023564065,6.95,0.023290718
12/15/16,1.000502378,3.89815162,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.014388489,7.05,0.014285957
12/16/16,0.987735372,3.253919264,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.990070922,6.98,-0.0099787
12/19/16,0.959508482,3.574415334,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.984240688,6.87,-0.015884811
12/20/16,0.929534706,3.163357789,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.013100437,6.96,0.013015368
12/21/16,0.924984048,3.101982418,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.040229885,7.24,0.039441732
12/22/16,0.895092042,2.417601481,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.991712707,7.18,-0.008321823
12/23/16,0.851386145,2.259045052,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.043175487,7.49,0.042269414
12/27/16,0.858270494,2.284582331,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.990654206,7.42,-0.00938974
12/28/16,0.858007612,1.472990394,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.969002695,7.19,-0.031487885
12/29/16,0.862024673,1.595276841,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,1.015299026,7.3,0.015183176
12/30/16,0.66872276,0.764008716,1.3,-0.708722265,-0.165922144,0.00%,,,,"257,620,636",4.611,9,0.98630137,7.2,-0.013793322
12/31/16,,,,,,,,,,"257,620,636",4.611,9,1.036111111,7.46,0.035474388
1/3/17,0.578244973,2.447139024,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,0.978552279,7.3,-0.021681066
1/4/17,0.593263364,2.677360697,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,0.97260274,7.1,-0.027779564
1/5/17,0.537727801,1.979243119,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.005633803,7.14,0.005617992
1/6/17,0.541447346,1.858899893,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.033613445,7.38,0.033060862
1/9/17,0.536030095,1.589556734,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.033875339,7.63,0.033314207
1/10/17,0.540426724,1.610400391,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.027522936,7.84,0.027150989
1/11/17,0.540927063,1.285442095,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.012755102,7.94,0.012674441
1/12/17,0.531979641,1.393928613,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.102015113,8.75,0.097140425
1/13/17,0.533064483,1.268122065,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.059428571,9.27,0.057729679
1/17/17,0.545163642,1.420510619,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,0.93635383,8.68,-0.065761851
1/18/17,0.548531019,1.386633771,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,0.983870968,8.54,-0.016260521
1/19/17,0.569286889,1.682596916,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.050351288,8.97,0.049124668
1/20/17,0.598345036,2.004268529,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,1.032329989,9.26,0.031818373
1/23/17,0.617419587,2.793783984,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,0.971922246,9,-0.028479471
1/24/17,0.624746422,2.275001926,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,0.993333333,8.94,-0.006688988
1/25/17,0.618445022,1.689263967,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,0.985458613,8.81,-0.014648149
1/26/17,0.645356417,1.80954918,1.7,-0.522501184,0.615149197,0.00%,,,,"257,620,636",4.611,9,0.964812713,8.5,-0.035821276
1/27/17,0.636954146,1.460560931,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.981176471,8.34,-0.019002947
1/30/17,0.640187747,1.630041285,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.95323741,7.95,-0.047891288
1/31/17,0.631318669,1.94528257,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.070440252,8.51,0.068070014
2/1/17,0.63726713,2.385686882,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.065804935,9.07,0.063730322
2/2/17,0.63441336,2.481993822,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.976846748,8.86,-0.0234255
2/3/17,0.635608824,2.545834841,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.996613995,8.83,-0.00339175
2/6/17,0.629755372,2.374438624,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.942242356,8.32,-0.05949276
2/7/17,0.635196843,2.276298951,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.019230769,8.48,0.019048195
2/8/17,0.637938547,2.248622264,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.978773585,8.3,-0.021454935
2/9/17,0.634407744,2.181585574,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.008433735,8.37,0.00839837
2/10/17,0.629473921,3.088037967,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.037037037,8.68,0.036367644
2/13/17,0.631202163,3.296855665,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.004608295,8.72,0.004597709
2/14/17,0.659515942,3.903492653,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.038990826,9.06,0.038249882
2/15/17,0.601214251,2.911187115,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.008830022,9.14,0.008791265
2/16/17,0.600714471,2.676423854,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.962800875,8.8,-0.037908664
2/17/17,0.568636274,2.345864242,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.9875,8.69,-0.012578782
2/21/17,0.598735337,3.149029273,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.020713464,8.87,0.020501857
2/22/17,0.586327698,3.933714151,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1,8.87,0
2/23/17,0.580424158,4.054829047,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.032694476,9.16,0.032171382
2/24/17,0.573109852,4.197742136,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.072052402,9.82,0.069574944
2/27/17,0.589159047,4.259879251,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.031568228,10.13,0.031080196
2/28/17,0.596662704,4.536752754,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.948667325,9.61,-0.052697095
3/1/17,0.59002026,3.705046285,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.992715921,9.54,-0.007310738
3/2/17,0.587118697,3.566181429,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.072327044,10.23,0.069831095
3/3/17,0.577159656,3.281429315,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.988269795,10.11,-0.011799547
3/6/17,0.550306613,3.133455588,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.003956479,10.15,0.003948672
3/7/17,0.521465331,3.485008838,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.996059113,10.11,-0.003948672
3/8/17,0.518007867,3.711083914,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.053412463,10.65,0.052034859
3/9/17,0.522108191,4.26639765,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.968075117,10.31,-0.032445594
3/10/17,0.491211727,4.09305754,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.03685742,10.69,0.036194427
3/13/17,0.50328022,4.277948081,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.989710009,10.58,-0.010343299
3/14/17,0.497297384,4.216208655,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.966918715,10.23,-0.033640846
3/15/17,0.497352355,3.777065646,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.986314761,10.09,-0.013779746
3/16/17,0.489863151,3.818877611,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.014866204,10.24,0.014756785
3/17/17,0.489856806,3.462117036,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.025390625,10.5,0.025073638
3/20/17,0.486833939,3.40118672,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.981904762,10.31,-0.018260959
3/21/17,0.493207617,3.089166,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.032007759,10.64,0.031506186
3/22/17,0.481656532,3.085328908,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.968984962,10.31,-0.031506186
3/23/17,0.493091335,2.98800003,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.996120272,10.27,-0.003887274
3/24/17,0.496514609,3.038685829,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.004868549,10.32,0.004856736
3/27/17,0.496814071,3.098289161,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.999031008,10.31,-0.000969462
3/28/17,0.490903908,2.738718649,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.004849661,10.36,0.004837939
3/29/17,0.472928927,2.48351325,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.976833977,10.12,-0.023438573
3/30/17,0.465937774,2.3411181,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.976284585,9.88,-0.024001152
3/31/17,0.437615169,2.285641734,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.024291498,10.12,0.024001152
4/3/17,0.447827194,2.217482287,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.046442688,10.59,0.045396496
4/4/17,0.405698123,1.707907505,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.982058546,10.4,-0.018104353
4/5/17,0.43480106,1.904434705,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.014423077,10.55,0.014320054
4/6/17,0.440567838,1.986258966,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.998104265,10.53,-0.001897534
4/7/17,0.447111967,1.972619672,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.055080722,11.11,0.053617278
4/10/17,0.429099192,1.813835538,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.00360036,11.15,0.003593894
4/11/17,0.423949211,1.738955111,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.991928251,11.06,-0.008104502
4/12/17,0.432008384,1.724680415,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.040687161,11.51,0.039881227
4/13/17,0.432204222,1.470254375,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.986099044,11.35,-0.013998479
4/17/17,0.420645725,1.33721917,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.948017621,10.76,-0.053382189
4/18/17,0.419760361,1.323362929,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.026951673,11.05,0.026594873
4/19/17,0.417866491,1.401817444,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.030769231,11.39,0.030305349
4/20/17,0.41374008,1.507297287,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.976294996,11.12,-0.023990489
4/21/17,0.412390925,1.604439136,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.976618705,10.86,-0.023658974
4/24/17,0.40148463,1.220892861,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.954880295,10.37,-0.046169292
4/25/17,0.39831664,1.384503487,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.010607522,10.48,0.010551657
4/26/17,0.407527784,1.350159341,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.001908397,10.5,0.001906578
4/27/17,0.408534092,1.476833521,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.98952381,10.39,-0.010531452
4/28/17,0.410322407,1.506359088,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.998075072,10.37,-0.001926783
5/1/17,0.41114822,1.633608333,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.015429122,10.53,0.015311304
5/2/17,0.404131298,1.582732232,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.985754986,10.38,-0.014347448
5/3/17,0.401977701,1.485030431,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.000963391,10.39,0.000962927
5/4/17,0.399211064,1.403249743,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.026948989,10.67,0.02659226
5/5/17,0.376785317,1.541799276,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.031865042,11.01,0.031367885
5/8/17,0.372646838,1.491832313,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.012715713,11.15,0.012635547
5/9/17,0.458015008,1.877240817,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.989237668,11.03,-0.010820665
5/10/17,0.460758032,2.005396398,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.011786038,11.16,0.011717124
5/11/17,0.431886022,1.808680866,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.997311828,11.13,-0.002691792
5/12/17,0.431674762,1.745985682,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.980233603,10.91,-0.019964365
5/15/17,0.432106398,1.740280477,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.989000917,10.79,-0.011060021
5/16/17,0.412521067,2.026980305,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.000926784,10.8,0.000926355
5/17/17,0.434220008,2.257200773,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.998148148,10.78,-0.001853569
5/18/17,0.417939479,1.956023467,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.908163265,9.79,-0.096331109
5/19/17,0.410018496,1.920483797,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.980592441,9.6,-0.019598358
5/22/17,0.395611219,1.89127952,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.017708333,9.77,0.017553368
5/23/17,0.395619391,1.855962744,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.002047083,9.79,0.00204499
5/24/17,0.395939232,1.793102709,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,1.004085802,9.83,0.004077478
5/25/17,0.380412046,1.60964861,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.983723296,9.67,-0.016410625
5/26/17,0.385894727,1.847054771,1.7,-0.522501184,0.615149197,0.00%,,,,"480,743,423",3.881,9,0.947259566,9.16,-0.054182131
