Date,Trailing Volatility,Trailing Beta,Leverage,Profitability,Investment,Dividend Yield,Short Term Mean Reversion,,Long Term Mean Reversion,Size,P/B Ratio,Sector Index,Normal Return,Adj Close,Log Returns
4/2/15,0.613089947,0.668018601,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.023758045,18.959999,0.023480215
4/6/15,0.635625928,0.83272889,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.030063398,19.530001,0.029620352
4/7/15,0.63332642,0.852450654,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.911418233,17.799999,-0.092753395
4/8/15,0.612473713,1.023458392,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.98033719,17.450001,-0.019858695
4/9/15,0.615482198,0.945577571,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.967335131,16.879999,-0.033210276
4/10/15,0.616291641,0.997313137,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.013033235,17.1,0.012949034
4/13/15,0.616021987,0.967305742,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.980116959,16.76,-0.020083368
4/14/15,0.615556074,0.95846822,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.955250597,16.01,-0.045781568
4/15/15,0.57118651,1.183718519,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.004996877,16.09,0.004984434
4/16/15,0.571167556,1.179915994,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.056556868,17,0.055015383
4/17/15,0.528621706,1.382063733,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.981764765,16.690001,-0.018403546
4/20/15,0.528726585,1.551101926,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.019772258,17.02,0.019579326
4/21/15,0.615098528,1.789210928,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.974148061,16.58,-0.026191973
4/22/15,0.650858852,1.953892458,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.015681544,16.84,0.015559859
4/23/15,0.651605837,2.00282852,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.001781532,16.870001,0.001779947
4/24/15,0.661981939,2.336391415,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.997628868,16.83,-0.002373948
4/27/15,0.714723916,2.968993351,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.014854427,17.08,0.01474518
4/28/15,0.722626374,3.069861092,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.00117096,17.1,0.001170275
4/29/15,0.716629099,3.061331359,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.959064327,16.4,-0.041797129
4/30/15,0.679500951,2.44470608,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.968292683,15.88,-0.032220879
5/1/15,0.689951301,2.591808473,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.874055416,13.88,-0.134611501
5/4/15,0.690141127,2.593346322,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.919308357,12.76,-0.084133677
5/5/15,0.68414222,2.190479454,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.004702194,12.82,0.004691174
5/6/15,0.699923128,2.198607996,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.031981279,13.23,0.031480527
5/7/15,0.666895713,1.537252257,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.890400605,11.78,-0.1160838
5/8/15,0.715800993,2.222552939,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.945670628,11.14,-0.055860944
5/11/15,0.720929063,2.35834376,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.012567325,11.28,0.012489012
5/12/15,0.737986012,2.201149571,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,0.970744681,10.95,-0.02969179
5/13/15,0.737284913,2.281180043,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.034703196,11.33,0.034114619
5/14/15,0.82366271,3.086584802,1.1,-0.537051691,0.216614907,0.00%,,,,"262,187,343",1.627,9,1.00353045,11.37,0.003524233
